dataset,prefix,model,precision,batch,profile,samples,gpu_active_mean_percent,gpu_active_p95_percent,emc_bandwidth_mean_percent,emc_bandwidth_p95_percent,cpu_mean_across_cores_percent,cpu_p95_across_cores_percent,fan_fields,throttle_fields,forward_time_fraction_of_meta_duration
Clone3,resnet50_fp32_fast_BS32,resnet50,fp32,32,fast,1290,50.49922480620155,99.0,31.56201550387597,36.0,12.61795865633075,16.666666666666668,0,0,0.5007582044956708
Clone3,resnet50_fp32_fast_BS4,resnet50,fp32,4,fast,1508,55.94496021220159,99.0,30.13395225464191,32.0,14.794319186560566,17.0,0,0,0.5594350622283724
Clone3,resnet50_fp32_fast_BS64,resnet50,fp32,64,fast,2112,52.56392045454545,99.0,19.534564393939394,26.0,13.183001893939394,27.333333333333332,0,0,0.5186742533931847
Clone3,resnet50_fp32_fast_BS8,resnet50,fp32,8,fast,1403,50.75908766928011,99.0,30.019957234497504,32.0,13.432525540508436,16.149999999999977,0,0,0.5162501486372043
Clone3,resnet50_fp32_medium_BS1,resnet50,fp32,1,medium,2212,60.857594936708864,94.0,19.63517179023508,21.0,19.36332127787824,21.5,0,0,0.6590185413624526
Clone3,resnet50_fp32_medium_BS128,resnet50,fp32,128,medium,1352,51.49630177514793,99.0,30.225591715976332,55.0,12.542406311637082,25.833333333333332,0,0,0.4900888450417761
Clone3,resnet50_fp32_medium_BS16,resnet50,fp32,16,medium,1498,46.83911882510014,99.0,28.928571428571427,32.0,14.823765020026702,18.0,0,0,0.4746814383150314
Clone3,resnet50_fp32_medium_BS32,resnet50,fp32,32,medium,1389,48.323254139668826,99.0,29.442764578833692,34.0,14.228341732661386,18.333333333333332,0,0,0.4852479555559745
Clone3,resnet50_fp32_medium_BS4,resnet50,fp32,4,medium,1570,56.2687898089172,99.0,29.07261146496815,31.0,14.29670912951168,16.833333333333332,0,0,0.5761098385923384
Clone3,resnet50_fp32_medium_BS64,resnet50,fp32,64,medium,1372,47.22376093294461,99.0,29.413265306122447,38.0,14.387147716229347,24.5,0,0,0.4767918011819316
Clone3,resnet50_fp32_medium_BS8,resnet50,fp32,8,medium,1636,45.27750611246944,99.0,25.96271393643032,29.0,15.573247758761207,18.166666666666668,0,0,0.4760494576008801
Clone3,resnet50_fp32_slow_BS1,resnet50,fp32,1,slow,3260,58.629141104294476,93.0,13.759815950920245,14.0,20.234560327198363,23.166666666666668,0,0,0.6561649595682266
