batch,slow_mean,slow_sd,medium_mean,medium_sd,fast_mean,fast_sd
1,1.0194625482722053,4.390162937345599e-05,2.02682397311921,0.004989566771806947,1.353321117446565,0.5782852315691599
4,1.107780766629017,3.996605362512629e-06,2.2027644194319618,0.0055781222745045315,1.8361026495998096,0.6307534381380012
8,1.144013601082747,8.020243860902878e-05,2.274257087548533,0.0058581892272333925,1.5207783629012066,0.6525615460778472
16,1.2248921536363238,0.00011674638431481666,2.4344091974098245,0.007133490483480792,2.435121922757721,0.006692825424157673
32,1.158916157567477,6.441407127922548e-05,2.2996643021098357,0.006870570394831135,1.923682738042177,0.6618420246193962
64,1.1585234314033803,2.1901346938865663e-05,2.2985618238439236,0.006519172505946415,1.5393826068199417,0.6592188358757634
128,1.2067087469098305,0.02432897881193402,2.365363700246394,0.061425133147886564,1.937271269265034,0.6363779420581728
