dataset,prefix,model,precision,batch,profile,total_images,warmup_images,throughput_img_s,task_time_s,task_throughput_img_s,task_energy_J,task_energy_per_eval_image_J,task_energy_per_processed_image_J,task_edp_Js
Clone1,mobilenet_v2_fp32_medium_BS1,mobilenet_v2,fp32,1,medium,50000.0,50,37.7430519901977,2144.0,23.32089552238806,11729.714,0.23459428,0.23435992007992007,25148506.816
Clone1,mobilenet_v2_fp32_medium_BS128,mobilenet_v2,fp32,128,medium,50000.0,6400,201.3596830348719,975.0,51.282051282051285,6838.1595,0.13676319,0.12124396276595745,6667205.5125
Clone1,mobilenet_v2_fp32_medium_BS16,mobilenet_v2,fp32,16,medium,50000.0,800,148.80802144972822,1099.0,45.49590536851683,6886.25,0.137725,0.13555610236220472,7567988.75
Clone1,mobilenet_v2_fp32_medium_BS32,mobilenet_v2,fp32,32,medium,50000.0,1600,176.59664477030475,952.0,52.52100840336134,6338.4745,0.12676949,0.1228386531007752,6034227.724
Clone1,mobilenet_v2_fp32_medium_BS4,mobilenet_v2,fp32,4,medium,50000.0,200,96.72846103727856,1206.0,41.459369817578775,7456.861499999999,0.14913722999999998,0.1485430577689243,8992974.968999999
Clone1,mobilenet_v2_fp32_medium_BS64,mobilenet_v2,fp32,64,medium,50000.0,3200,191.27399892491889,989.0,50.55611729019211,6502.232,0.13004464,0.12222240601503759,6430707.448
Clone1,mobilenet_v2_fp32_medium_BS8,mobilenet_v2,fp32,8,medium,50000.0,400,127.46223556351548,1056.0,47.34848484848485,6853.7495,0.13707499,0.13598709325396824,7237559.472
Clone1,mobilenet_v2_fp32_slow_BS1,mobilenet_v2,fp32,1,slow,50000.0,50,26.437295079850276,3036.0,16.469038208168644,15425.185,0.3085037,0.3081955044955045,46830861.66
Clone1,mobilenet_v2_fp32_slow_BS128,mobilenet_v2,fp32,128,slow,50000.0,6400,128.62314921290252,1428.0,35.0140056022409,8199.725999999999,0.16399451999999998,0.14538521276595742,11709208.727999998
Clone1,mobilenet_v2_fp32_slow_BS16,mobilenet_v2,fp32,16,slow,50000.0,800,112.84716155718766,1453.0,34.41156228492773,8232.025,0.1646405,0.16204773622047244,11961132.325
Clone1,mobilenet_v2_fp32_slow_BS32,mobilenet_v2,fp32,32,slow,50000.0,1600,121.45950223290974,1405.0,35.587188612099645,7958.639,0.15917278,0.15423718992248062,11181887.795
Clone1,mobilenet_v2_fp32_slow_BS4,mobilenet_v2,fp32,4,slow,50000.0,200,85.22944617184272,1613.0,30.998140111593305,9034.149,0.18068298,0.17996312749003984,14572082.337
Clone1,mobilenet_v2_fp32_slow_BS64,mobilenet_v2,fp32,64,slow,50000.0,3200,124.75059966290472,1426.0,35.06311360448808,8066.389499999999,0.16132779,0.1516238627819549,11502671.427
Clone1,mobilenet_v2_fp32_slow_BS8,mobilenet_v2,fp32,8,slow,50000.0,400,101.1457068714114,1504.0,33.244680851063826,8479.3305,0.16958661,0.16824068452380952,12752913.072
Clone1,mobilenet_v2_fp64_fast_BS1,mobilenet_v2,fp64,1,fast,50000.0,50,22.664262031717456,2991.0,16.716817118020728,19534.286,0.39068572,0.3902954245754246,58427049.426
Clone1,mobilenet_v2_fp64_fast_BS128,mobilenet_v2,fp64,128,fast,50000.0,6400,22.05025920816052,3274.0,15.271838729383017,20660.338,0.41320676,0.36631804964539005,67641946.612
Clone1,mobilenet_v2_fp64_fast_BS16,mobilenet_v2,fp64,16,fast,50000.0,800,11.029064884357762,5612.0,8.909479686386314,28093.124,0.5618624799999999,0.553014251968504,157658611.888
Clone1,mobilenet_v2_fp64_fast_BS32,mobilenet_v2,fp64,32,fast,50000.0,1600,11.886840447171537,5351.0,9.344047841524949,26990.0815,0.53980163,0.5230635949612403,144423926.1065
Clone1,mobilenet_v2_fp64_fast_BS4,mobilenet_v2,fp64,4,fast,50000.0,200,19.772132055865715,3290.0,15.19756838905775,20503.5675,0.41007135,0.40843759960159365,67456737.075
Clone1,mobilenet_v2_fp64_fast_BS64,mobilenet_v2,fp64,64,fast,50000.0,3200,22.05053275078939,3099.0,16.134236850596967,19465.1745,0.38930349000000003,0.36588673872180455,60322575.7755
Clone1,mobilenet_v2_fp64_fast_BS8,mobilenet_v2,fp64,8,fast,50000.0,400,10.24191275944584,5969.0,8.376612497905846,29655.2415,0.59310483,0.5883976488095238,177012136.5135
Clone1,mobilenet_v2_fp64_medium_BS1,mobilenet_v2,fp64,1,medium,50000.0,50,22.633219914696017,3001.0,16.661112962345886,19577.2365,0.39154473,0.3911535764235764,58751286.736499995
Clone1,mobilenet_v2_fp64_medium_BS128,mobilenet_v2,fp64,128,medium,50000.0,6400,21.89790712832485,3311.0,15.101177891875567,20618.224,0.41236448,0.36557134751773046,68266939.66399999
Clone1,mobilenet_v2_fp64_medium_BS16,mobilenet_v2,fp64,16,medium,50000.0,800,21.919807007117477,2982.0,16.76727028839705,18933.6145,0.37867228999999997,0.3727089468503937,56460038.438999996
Clone1,mobilenet_v2_fp64_medium_BS32,mobilenet_v2,fp64,32,medium,50000.0,1600,23.366088186334665,2963.0,16.874789065136685,18561.0255,0.37122051,0.3597097965116279,54996318.5565
Clone1,mobilenet_v2_fp64_medium_BS4,mobilenet_v2,fp64,4,medium,50000.0,200,19.750974719596663,3567.0,14.017381553125876,21783.029,0.43566057999999996,0.43392488047808764,77700064.44299999
Clone1,mobilenet_v2_fp64_medium_BS64,mobilenet_v2,fp64,64,medium,50000.0,3200,21.77062033451504,3172.0,15.762925598991172,19541.6545,0.39083309,0.36732433270676695,61986128.074
Clone1,mobilenet_v2_fp64_medium_BS8,mobilenet_v2,fp64,8,medium,50000.0,400,20.35792826394833,3180.0,15.723270440251572,19932.8775,0.39865754999999997,0.39549360119047616,63386550.449999996
Clone1,mobilenet_v2_fp64_slow_BS1,mobilenet_v2,fp64,1,slow,50000.0,50,11.488011001910856,5703.0,8.76731544800982,29467.8665,0.58935733,0.5887685614385615,168055242.6495
Clone1,mobilenet_v2_fp64_slow_BS128,mobilenet_v2,fp64,128,slow,50000.0,6400,10.742979319804922,6490.0,7.704160246533128,32488.398500000003,0.6497679700000001,0.5760354343971632,210849706.26500002
Clone1,mobilenet_v2_fp64_slow_BS16,mobilenet_v2,fp64,16,slow,50000.0,800,11.023184505271317,5628.0,8.884150675195452,28184.276,0.56368552,0.5548085826771654,158621105.328
Clone1,mobilenet_v2_fp64_slow_BS32,mobilenet_v2,fp64,32,slow,50000.0,1600,11.834898500631407,5381.0,9.29195316855603,27118.644,0.5423728800000001,0.5255551162790698,145925423.364
Clone1,mobilenet_v2_fp64_slow_BS4,mobilenet_v2,fp64,4,slow,50000.0,200,9.955611248089864,6136.0,8.148631029986962,30620.193,0.61240386,0.6099640039840637,187885504.248
Clone1,mobilenet_v2_fp64_slow_BS64,mobilenet_v2,fp64,64,slow,50000.0,3200,11.05450854021748,5840.0,8.561643835616438,29326.034,0.58652068,0.5512412406015037,171264038.56
Clone1,mobilenet_v2_fp64_slow_BS8,mobilenet_v2,fp64,8,slow,50000.0,400,10.240602736083682,5947.0,8.407600470825626,29953.729,0.59907458,0.5943200198412698,178134826.363
Clone1,resnet50_fp16_fast_BS1,resnet50,fp16,1,fast,50000.0,50,20.557697932499675,3584.0,13.950892857142858,19132.862,0.38265724,0.38227496503496505,68572177.408
Clone1,resnet50_fp16_fast_BS128,resnet50,fp16,128,fast,50000.0,6400,118.30483967548292,1481.0,33.7609723160027,9291.0745,0.18582149,0.1647353634751773,13760081.334500002
Clone1,resnet50_fp16_fast_BS16,resnet50,fp16,16,fast,50000.0,800,170.5664301743279,954.0,52.41090146750524,7174.354,0.14348708000000002,0.1412274409448819,6844333.716
Clone1,resnet50_fp16_fast_BS32,resnet50,fp16,32,fast,50000.0,1600,181.0793562509989,939.0,53.24813631522897,7002.860500000001,0.14005721000000002,0.1357143507751938,6575686.009500001
Clone1,resnet50_fp16_fast_BS4,resnet50,fp16,4,fast,50000.0,200,79.85323333539316,1643.0,30.432136335970785,9871.9705,0.19743940999999998,0.19665279880478087,16219647.531499999
Clone1,resnet50_fp16_fast_BS64,resnet50,fp16,64,fast,50000.0,3200,182.87150407680627,951.0,52.576235541535226,7158.9375,0.14317875,0.13456649436090226,6808149.5625
Clone1,resnet50_fp16_fast_BS8,resnet50,fp16,8,fast,50000.0,400,151.89126978171885,977.0,51.17707267144319,7487.519999999999,0.14975039999999998,0.14856190476190473,7315307.039999999
Clone1,resnet50_fp16_medium_BS1,resnet50,fp16,1,medium,50000.0,50,28.261935783112666,2619.0,19.091256204658265,15092.7065,0.30185413,0.3015525774225774,39527798.3235
Clone1,resnet50_fp16_medium_BS128,resnet50,fp16,128,medium,50000.0,6400,182.82463955867652,974.0,51.3347022587269,6945.8565,0.13891713,0.12315348404255319,6765264.231
Clone1,resnet50_fp16_medium_BS16,resnet50,fp16,16,medium,50000.0,800,142.27376165054187,1008.0,49.6031746031746,7057.381,0.14114762,0.1389248228346457,7113840.048
Clone1,resnet50_fp16_medium_BS32,resnet50,fp16,32,medium,50000.0,1600,155.13437364034942,990.0,50.505050505050505,6965.531499999999,0.13931063,0.13499092054263565,6895876.185
Clone1,resnet50_fp16_medium_BS4,resnet50,fp16,4,medium,50000.0,200,86.09222804000458,1304.0,38.34355828220859,8733.067500000001,0.17466135000000002,0.1739654880478088,11387920.020000001
Clone1,resnet50_fp16_medium_BS64,resnet50,fp16,64,medium,50000.0,3200,168.90120559943566,988.0,50.607287449392715,6948.7485,0.13897497,0.13061557330827067,6865363.518
Clone1,resnet50_fp16_medium_BS8,resnet50,fp16,8,medium,50000.0,400,108.2782925917064,1124.0,44.48398576512456,7748.0725,0.15496145,0.15373159722222224,8708833.49
Clone1,resnet50_fp16_slow_BS1,resnet50,fp16,1,slow,50000.0,50,19.62955865617025,3723.0,13.430029546065,19525.5455,0.39051091,0.3901207892107892,72693605.8965
Clone1,resnet50_fp16_slow_BS128,resnet50,fp16,128,slow,50000.0,6400,117.2099386809672,1477.0,33.852403520649965,8750.8285,0.17501656999999998,0.15515653368794324,12924973.6945
Clone1,resnet50_fp16_slow_BS16,resnet50,fp16,16,slow,50000.0,800,96.82869038896176,1523.0,32.829940906106366,8989.308,0.17978616000000003,0.1769548818897638,13690716.084
Clone1,resnet50_fp16_slow_BS32,resnet50,fp16,32,slow,50000.0,1600,105.87640868166524,1452.0,34.43526170798898,8564.0255,0.17128051,0.16596948643410853,12434965.026
Clone1,resnet50_fp16_slow_BS4,resnet50,fp16,4,slow,50000.0,200,65.28609499665512,1787.0,27.979854504756574,10533.6545,0.21067309,0.2098337549800797,18823640.5915
Clone1,resnet50_fp16_slow_BS64,resnet50,fp16,64,slow,50000.0,3200,109.55426458576171,1490.0,33.557046979865774,8746.312000000002,0.17492624000000004,0.16440436090225566,13032004.880000003
Clone1,resnet50_fp16_slow_BS8,resnet50,fp16,8,slow,50000.0,400,80.5735639993763,1657.0,30.175015087507543,9779.1435,0.19558287,0.194030625,16204040.7795
Clone1,resnet50_fp32_fast_BS1,resnet50,fp32,1,fast,50000.0,50,37.73515176521784,2096.0,23.85496183206107,18944.192,0.37888383999999997,0.37850533466533465,39707026.432
Clone1,resnet50_fp32_fast_BS128,resnet50,fp32,128,fast,50000.0,6400,47.100697164214985,2268.0,22.045855379188712,15204.5285,0.30409057,0.26958383865248225,34483870.638000004
Clone1,resnet50_fp32_fast_BS16,resnet50,fp32,16,fast,50000.0,800,43.51049655507918,2168.0,23.062730627306273,14922.5285,0.29845057,0.29375056102362207,32352041.788000003
Clone1,resnet50_fp32_fast_BS32,resnet50,fp32,32,fast,50000.0,1600,45.24439889069264,2121.0,23.573785950023574,14554.9415,0.29109883000000003,0.2820725096899225,30871030.9215
Clone1,resnet50_fp32_fast_BS4,resnet50,fp32,4,fast,50000.0,200,59.79915346144857,1516.0,32.98153034300792,14696.0335,0.29392067,0.292749671314741,22279186.786
Clone1,resnet50_fp32_fast_BS64,resnet50,fp32,64,fast,50000.0,3200,82.40173544008486,1298.0,38.52080123266564,11906.276000000002,0.23812552000000003,0.22380218045112785,15454346.248000002
Clone1,resnet50_fp32_fast_BS8,resnet50,fp32,8,fast,50000.0,400,69.88472161053303,1407.0,35.536602700781806,13001.0805,0.26002161,0.25795794642857145,18292520.2635
Clone1,resnet50_fp32_medium_BS1,resnet50,fp32,1,medium,50000.0,50,35.24350272750005,2220.0,22.52252252252252,18699.616,0.37399232000000004,0.37361870129870134,41513147.52
Clone1,resnet50_fp32_medium_BS128,resnet50,fp32,128,medium,50000.0,6400,80.93881697345263,1395.0,35.842293906810035,12255.066,0.24510132,0.21728840425531917,17095817.07
Clone1,resnet50_fp32_medium_BS16,resnet50,fp32,16,medium,50000.0,800,71.37332516850451,1507.0,33.178500331785,12837.662,0.25675324,0.2527098818897638,19346356.634
Clone1,resnet50_fp32_medium_BS32,resnet50,fp32,32,medium,50000.0,1600,76.64243971509148,1322.0,37.821482602118,11995.733,0.23991466,0.2324754457364341,15858359.026
Clone1,resnet50_fp32_medium_BS4,resnet50,fp32,4,medium,50000.0,200,54.811156275529896,1751.0,28.555111364934323,15295.4525,0.30590905,0.3046902888446215,26782337.3275
Clone1,resnet50_fp32_medium_BS64,resnet50,fp32,64,medium,50000.0,3200,79.3302284429997,1365.0,36.63003663003663,11948.528,0.23897056,0.2245963909774436,16309740.72
Clone1,resnet50_fp32_medium_BS8,resnet50,fp32,8,medium,50000.0,400,65.87372877360279,1549.0,32.278889606197545,13437.299,0.26874598,0.26661307539682544,20814376.151
Clone1,resnet50_fp32_slow_BS1,resnet50,fp32,1,slow,50000.0,50,23.56275660245301,3261.0,15.332720024532351,22190.7665,0.44381533,0.44337195804195806,72364089.5565
Clone1,resnet50_fp32_slow_BS128,resnet50,fp32,128,slow,50000.0,6400,46.93030920796893,2201.0,22.716946842344388,14925.6585,0.29851317,0.264639335106383,32851374.3585
Clone1,resnet50_fp32_slow_BS16,resnet50,fp32,16,slow,50000.0,800,42.39989287733066,2193.0,22.79981760145919,15089.228,0.30178456,0.2970320472440945,33090677.003999997
Clone1,resnet50_fp32_slow_BS32,resnet50,fp32,32,slow,50000.0,1600,44.58831289103223,2138.0,23.386342376052387,14594.851,0.29189702,0.2828459496124031,31203791.438
Clone1,resnet50_fp32_slow_BS4,resnet50,fp32,4,slow,50000.0,200,33.22802592807602,2593.0,19.282684149633628,18136.425,0.3627285,0.3612833665338645,47027750.025
Clone1,resnet50_fp32_slow_BS64,resnet50,fp32,64,slow,50000.0,3200,46.79369521182712,2125.0,23.529411764705884,14340.6135,0.28681227,0.2695604041353383,30473803.6875
Clone1,resnet50_fp32_slow_BS8,resnet50,fp32,8,slow,50000.0,400,39.30862553005115,2322.0,21.533161068044787,16826.7255,0.33653451,0.3338636011904762,39071656.611
Clone1,resnet50_fp64_fast_BS1,resnet50,fp64,1,fast,50000.0,50,1.0194496299669416,50585.0,0.9884353069091628,237372.0065,4.74744013,4.742697432567432,12007462948.8025
Clone1,resnet50_fp64_fast_BS128,resnet50,fp64,128,fast,50000.0,6400,1.2161173142980195,48000.0,1.0416666666666667,243712.521,4.87425042,4.321143989361702,11698201008.0
Clone1,resnet50_fp64_fast_BS16,resnet50,fp64,16,fast,50000.0,800,2.4411249031483737,21499.0,2.3256895669566027,132817.1695,2.65634339,2.614511210629921,2855436327.0804996
Clone1,resnet50_fp64_fast_BS32,resnet50,fp64,32,fast,50000.0,1600,2.3093076691656536,23024.0,2.171646977067408,161344.547,3.2268909399999997,3.12683230620155,3714796850.128
Clone1,resnet50_fp64_fast_BS4,resnet50,fp64,4,fast,50000.0,200,1.107781872709879,46443.0,1.0765885063411063,217680.507,4.353610140000001,4.336265079681275,10109735786.601
Clone1,resnet50_fp64_fast_BS64,resnet50,fp64,64,fast,50000.0,3200,1.1587760246903234,46945.0,1.0650761529449355,252613.277,5.05226554,4.748369868421053,11858930288.765
Clone1,resnet50_fp64_fast_BS8,resnet50,fp64,8,fast,50000.0,400,1.1439376448367171,45120.0,1.1081560283687943,231467.5645,4.62935129,4.592610406746032,10443816510.24
Clone1,resnet50_fp64_medium_BS1,resnet50,fp64,1,medium,50000.0,50,2.0313270553678837,26074.0,1.9176190841451255,150539.97650000002,3.0107995300000003,3.0077917382617385,3925179347.2610006
Clone1,resnet50_fp64_medium_BS128,resnet50,fp64,128,medium,50000.0,6400,2.431510375007694,23971.0,2.0858537399357555,154509.577,3.0901915399999997,2.7395315070921984,3703749070.2669997
Clone1,resnet50_fp64_medium_BS16,resnet50,fp64,16,medium,50000.0,800,2.440915654437142,21494.0,2.3262305759746904,131649.5055,2.63299011,2.5915256988188977,2829674471.217
Clone1,resnet50_fp64_medium_BS32,resnet50,fp64,32,medium,50000.0,1600,2.3065738913751086,23136.0,2.161134163208852,160992.8245,3.2198564899999997,3.1200159786821704,3724729987.6319995
Clone1,resnet50_fp64_medium_BS4,resnet50,fp64,4,medium,50000.0,200,2.2080898322243865,23799.0,2.100928610445817,138621.12900000002,2.77242258,2.761377071713148,3299044249.0710006
Clone1,resnet50_fp64_medium_BS64,resnet50,fp64,64,medium,50000.0,3200,2.3045469949755355,23968.0,2.0861148197596795,169646.247,3.39292494,3.1888392293233085,4066081248.096
Clone1,resnet50_fp64_medium_BS8,resnet50,fp64,8,medium,50000.0,400,2.280108059382425,22815.0,2.1915406530791146,139220.5,2.78441,2.762311507936508,3176315707.5
Clone1,resnet50_fp64_slow_BS1,resnet50,fp64,1,slow,50000.0,50,1.0194122458838757,50524.0,0.9896286913150186,237905.704,4.75811408,4.753360719280719,12019947788.896
Clone1,resnet50_fp64_slow_BS128,resnet50,fp64,128,slow,50000.0,6400,1.1786210744811398,49470.0,1.0107135637760258,249130.422,4.98260844,4.417206063829787,12324481976.34
Clone1,resnet50_fp64_slow_BS16,resnet50,fp64,16,slow,50000.0,800,1.224943956702314,42500.0,1.1764705882352942,207780.806,4.15561612,4.090173346456693,8830684255.0
Clone1,resnet50_fp64_slow_BS32,resnet50,fp64,32,slow,50000.0,1600,1.158914249963314,45545.0,1.0978153474585575,241619.979,4.83239958,4.68255773255814,11004581943.555
Clone1,resnet50_fp64_slow_BS4,resnet50,fp64,4,slow,50000.0,200,1.1077766274397107,46424.0,1.0770291228674824,219064.1935,4.38128387,4.363828555776892,10169836119.044
Clone1,resnet50_fp64_slow_BS64,resnet50,fp64,64,slow,50000.0,3200,1.1584995373157747,46958.0,1.0647812939222283,252630.007,5.05260014,4.748684342105263,11862999868.706001
Clone1,resnet50_fp64_slow_BS8,resnet50,fp64,8,slow,50000.0,400,1.1439271884046824,45112.0,1.1083525447774427,220089.0495,4.40178099,4.366846220238095,9928657201.044
Clone2,mobilenet_v2_fp16_fast_BS1,mobilenet_v2,fp16,1,fast,50000.0,50,34.40820452950533,2219.0,22.53267237494367,13591.961,0.27183922,0.27156765234765234,30160561.459
Clone2,mobilenet_v2_fp16_fast_BS128,mobilenet_v2,fp16,128,fast,50000.0,6400,402.33487382749536,806.0,62.03473945409429,5532.5575,0.11065115,0.09809499113475177,4459241.345
Clone2,mobilenet_v2_fp16_fast_BS16,mobilenet_v2,fp16,16,fast,50000.0,800,365.3306848437753,792.0,63.13131313131313,5500.6720000000005,0.11001344,0.10828094488188977,4356532.224
Clone2,mobilenet_v2_fp16_fast_BS32,mobilenet_v2,fp16,32,fast,50000.0,1600,227.0367984541657,1173.0,42.62574595055413,6708.0465,0.13416093,0.1300009011627907,7868538.544500001
Clone2,mobilenet_v2_fp16_fast_BS4,mobilenet_v2,fp16,4,fast,50000.0,200,86.22507399204038,1579.0,31.665611146295124,8684.830999999998,0.17369661999999997,0.17300460159362546,13713348.148999996
Clone2,mobilenet_v2_fp16_fast_BS64,mobilenet_v2,fp16,64,fast,50000.0,3200,242.55506067786447,1205.0,41.49377593360996,6923.362499999999,0.13846725,0.13013839285714285,8342651.812499999
Clone2,mobilenet_v2_fp16_fast_BS8,mobilenet_v2,fp16,8,fast,50000.0,400,263.06786781150737,824.0,60.679611650485434,5655.268,0.11310536,0.11220769841269841,4659940.832
Clone2,mobilenet_v2_fp16_medium_BS1,mobilenet_v2,fp16,1,medium,50000.0,50,32.784594960414466,2342.0,21.34927412467976,12699.3015,0.25398603,0.2537322977022977,29741764.112999998
Clone2,mobilenet_v2_fp16_medium_BS128,mobilenet_v2,fp16,128,medium,50000.0,6400,368.7037964816725,854.0,58.5480093676815,5479.0775,0.10958155,0.09714676418439717,4679132.1850000005
Clone2,mobilenet_v2_fp16_medium_BS16,mobilenet_v2,fp16,16,medium,50000.0,800,228.7002182924289,917.0,54.525627044711015,5721.299,0.11442598,0.11262399606299213,5246431.183
Clone2,mobilenet_v2_fp16_medium_BS32,mobilenet_v2,fp16,32,medium,50000.0,1600,278.43363562339954,843.0,59.31198102016607,5361.2975,0.10722594999999999,0.10390111434108526,4519573.7924999995
Clone2,mobilenet_v2_fp16_medium_BS4,mobilenet_v2,fp16,4,medium,50000.0,200,126.15499449387384,1082.0,46.21072088724584,6401.547500000001,0.12803095,0.12752086653386455,6926474.3950000005
Clone2,mobilenet_v2_fp16_medium_BS64,mobilenet_v2,fp16,64,medium,50000.0,3200,334.8573468969373,808.0,61.881188118811885,5119.977999999999,0.10239955999999999,0.0962401879699248,4136942.2239999995
Clone2,mobilenet_v2_fp16_medium_BS8,mobilenet_v2,fp16,8,medium,50000.0,400,172.78756305096414,938.0,53.304904051172706,5840.255,0.11680510000000001,0.1158780753968254,5478159.19
Clone2,mobilenet_v2_fp16_slow_BS1,mobilenet_v2,fp16,1,slow,50000.0,50,22.02625674414256,3429.0,14.581510644502771,17602.745,0.3520549,0.3517031968031968,60359812.605
Clone2,mobilenet_v2_fp16_slow_BS128,mobilenet_v2,fp16,128,slow,50000.0,6400,243.4389403833952,1227.0,40.74979625101874,6978.416499999999,0.13956833,0.12373078900709218,8562517.0455
Clone2,mobilenet_v2_fp16_slow_BS16,mobilenet_v2,fp16,16,slow,50000.0,800,194.40413835372107,1258.0,39.7456279809221,7129.056,0.14258111999999998,0.14033574803149607,8968352.447999999
Clone2,mobilenet_v2_fp16_slow_BS32,mobilenet_v2,fp16,32,slow,50000.0,1600,211.0065888795324,1216.0,41.11842105263158,6898.752,0.13797504000000002,0.13369674418604652,8388882.432
Clone2,mobilenet_v2_fp16_slow_BS4,mobilenet_v2,fp16,4,slow,50000.0,200,85.47003955224696,1597.0,31.308703819661865,8695.904,0.17391808,0.17322517928286854,13887358.688000001
Clone2,mobilenet_v2_fp16_slow_BS64,mobilenet_v2,fp16,64,slow,50000.0,3200,233.44095590702528,1227.0,40.74979625101874,6996.9745,0.13993949,0.1315220770676692,8585287.7115
Clone2,mobilenet_v2_fp16_slow_BS8,mobilenet_v2,fp16,8,slow,50000.0,400,166.19712890169953,1292.0,38.69969040247678,7297.829,0.14595658,0.14479819444444444,9428795.068
Clone2,mobilenet_v2_fp32_fast_BS1,mobilenet_v2,fp32,1,fast,50000.0,50,41.13036748660164,1949.0,25.65418163160595,12894.2565,0.25788512999999996,0.2576275024975025,25130905.9185
Clone2,mobilenet_v2_fp32_fast_BS128,mobilenet_v2,fp32,128,fast,50000.0,6400,129.62652975790238,1432.0,34.91620111731844,8881.089,0.17762178,0.1574661170212766,12717719.448
Clone2,mobilenet_v2_fp32_fast_BS16,mobilenet_v2,fp32,16,fast,50000.0,800,198.90561528693289,897.0,55.74136008918617,6858.398,0.13716796,0.1350078346456693,6151983.006
Clone2,mobilenet_v2_fp32_fast_BS32,mobilenet_v2,fp32,32,fast,50000.0,1600,204.48987867977948,884.0,56.56108597285068,6753.49,0.1350698,0.13088158914728681,5970085.16
Clone2,mobilenet_v2_fp32_fast_BS4,mobilenet_v2,fp32,4,fast,50000.0,200,154.2875962302007,978.0,51.124744376278116,7370.049,0.14740098,0.14681372509960158,7207907.922
Clone2,mobilenet_v2_fp32_fast_BS64,mobilenet_v2,fp32,64,fast,50000.0,3200,204.69510401467923,915.0,54.6448087431694,6964.4580000000005,0.13928916000000002,0.13091086466165414,6372479.07
Clone2,mobilenet_v2_fp32_fast_BS8,mobilenet_v2,fp32,8,fast,50000.0,400,117.64637295086082,1409.0,35.486160397445,8659.982,0.17319964,0.17182503968253968,12201914.638
Clone2,mobilenet_v2_fp32_medium_BS1,mobilenet_v2,fp32,1,medium,50000.0,50,38.28840504842893,2062.0,24.248302618816684,12171.777,0.24343554,0.24319234765234765,25098204.174
Clone2,mobilenet_v2_fp32_medium_BS128,mobilenet_v2,fp32,128,medium,50000.0,6400,200.3696587920104,976.0,51.22950819672131,7027.6535,0.14055307,0.12460378546099292,6858989.816000001
Clone2,mobilenet_v2_fp32_medium_BS16,mobilenet_v2,fp32,16,medium,50000.0,800,147.58680588045317,1105.0,45.248868778280546,7457.4535,0.14914907,0.14680026574803148,8240486.1175
Clone2,mobilenet_v2_fp32_medium_BS32,mobilenet_v2,fp32,32,medium,50000.0,1600,174.67218308601076,1021.0,48.97159647404506,7083.968,0.14167936,0.1372862015503876,7232731.328
Clone2,mobilenet_v2_fp32_medium_BS4,mobilenet_v2,fp32,4,medium,50000.0,200,95.39274109044658,1249.0,40.0320256204964,8200.0545,0.16400109000000002,0.16334769920318726,10241868.0705
Clone2,mobilenet_v2_fp32_medium_BS64,mobilenet_v2,fp32,64,medium,50000.0,3200,189.39941802796343,946.0,52.854122621564485,6818.051,0.13636102,0.12815885338345864,6449876.246
Clone2,mobilenet_v2_fp32_medium_BS8,mobilenet_v2,fp32,8,medium,50000.0,400,109.5190636239134,1236.0,40.45307443365696,8143.6885,0.16287377,0.16158112103174604,10065598.986
Clone2,mobilenet_v2_fp32_slow_BS1,mobilenet_v2,fp32,1,slow,50000.0,50,26.17782322410997,3049.0,16.39881928501148,16573.5115,0.33147023000000003,0.33113909090909094,50532636.5635
Clone2,mobilenet_v2_fp32_slow_BS128,mobilenet_v2,fp32,128,slow,50000.0,6400,128.7552960904231,1432.0,34.91620111731844,8811.11,0.17622220000000002,0.1562253546099291,12617509.520000001
Clone2,mobilenet_v2_fp32_slow_BS16,mobilenet_v2,fp32,16,slow,50000.0,800,112.8539089961794,1452.0,34.43526170798898,8801.9015,0.17603803,0.17326577755905512,12780360.978
Clone2,mobilenet_v2_fp32_slow_BS32,mobilenet_v2,fp32,32,slow,50000.0,1600,121.3921946882803,1394.0,35.86800573888092,8529.1505,0.17058301,0.16529361434108528,11889635.797
Clone2,mobilenet_v2_fp32_slow_BS4,mobilenet_v2,fp32,4,slow,50000.0,200,85.36471580596398,1589.0,31.46633102580239,9525.116,0.19050232,0.1897433466135458,15135409.324
Clone2,mobilenet_v2_fp32_slow_BS64,mobilenet_v2,fp32,64,slow,50000.0,3200,124.70466281843278,1423.0,35.137034434293746,8707.039,0.17414078000000002,0.16366614661654136,12390116.497000001
Clone2,mobilenet_v2_fp32_slow_BS8,mobilenet_v2,fp32,8,slow,50000.0,400,101.2632380328097,1501.0,33.311125916055964,9095.6745,0.18191348999999998,0.18046973214285714,13652607.424499998
Clone2,mobilenet_v2_fp64_fast_BS1,mobilenet_v2,fp64,1,fast,50000.0,50,11.49782690486685,5775.0,8.658008658008658,32004.9955,0.64009991,0.6394604495504496,184828849.01250002
Clone2,mobilenet_v2_fp64_fast_BS128,mobilenet_v2,fp64,128,fast,50000.0,6400,9.271970703152592,7697.0,6.496037417175523,41232.733,0.82465466,0.7310768262411348,317368345.901
Clone2,mobilenet_v2_fp64_fast_BS16,mobilenet_v2,fp64,16,fast,50000.0,800,21.82915837733452,3004.0,16.644474034620504,20279.744,0.40559488,0.39920755905511807,60920350.975999996
Clone2,mobilenet_v2_fp64_fast_BS32,mobilenet_v2,fp64,32,fast,50000.0,1600,23.522372188232275,2858.0,17.49475157452764,19422.424000000003,0.38844848000000004,0.37640356589147295,55509287.79200001
