profile,throughput_cv_percent,power_cv_percent,task_energy_cv_percent,maximum_temperature_median_C,maximum_temperature_min_C,maximum_temperature_max_C,profile_order
slow,0.05733662629265529,3.8807662440169404,3.8716622488087036,39.89,36.875,53.656,1
medium,0.5002562721796558,3.918587440125922,4.084268345265693,41.531,37.187,53.656,2
fast,28.690032520514144,12.139495343214293,14.857144020305213,40.609,36.718,52.343,3
