progress_percent,slow_cpu_MHz,slow_gpu_MHz,slow_temperature_C,slow_power_W,medium_cpu_MHz,medium_gpu_MHz,medium_temperature_C,medium_power_W,fast_cpu_MHz,fast_gpu_MHz,fast_temperature_C,fast_power_W
87.0,729.0,305.0,40.20849999999999,5.063180000000018,848.8600000000106,305.0,38.693059999999996,6.006739999999995,729.0,407.0,38.965210000000006,5.176
88.0,729.0,305.0,39.985519999999966,5.04931999999993,1190.0,305.0,38.573439999999984,5.528999999999992,729.0,407.0,38.921960000000006,5.466759999999965
89.0,729.0,369.2599999999966,40.218,5.549259999999987,1190.0,305.0,38.40932,5.532420000000005,729.0,407.0,38.72536,5.122660000000021
90.0,729.0,335.6000000000018,40.12460000000001,4.979200000000019,1190.0,305.0,38.618200000000016,5.224399999999967,729.0,407.0,39.04999999999999,5.404699999999985
91.0,729.0,308.0599999999936,40.185140000000004,4.996689999999954,1190.0,305.0,38.57424000000001,5.541000000000007,729.0,407.0,38.87778,5.355569999999999
92.0,729.0,305.0,40.41184000000001,4.9980400000000085,867.4399999999941,390.68000000000154,38.50092,6.047640000000005,729.0,407.0,38.83364,5.131199999999997
93.0,729.0,375.379999999995,40.102920000000005,5.451869999999955,1190.0,305.0,38.49118,5.97406,729.0,407.0,38.998870000000004,5.465820000000004
94.0,729.0,305.0,40.21364000000001,4.949459999999969,1190.0,305.0,38.58556,5.923599999999997,729.0,407.0,38.76905999999998,5.410599999999995
95.0,729.0,305.0,40.2171,5.467000000000007,1182.299999999997,305.0,38.652599999999985,5.445100000000011,729.0,407.0,38.78255,5.434999999999995
96.0,729.0,305.0,40.273239999999994,5.413800000000006,1190.0,305.0,38.35804000000001,5.463400000000004,729.0,407.0,38.89564000000001,5.4133600000000115
97.0,729.0,306.0199999999979,40.00374999999999,4.8646299999999805,1192.8200000000002,329.23999999997824,38.531,5.433859999999985,729.0,407.0,39.020969999999984,5.35922000000004
98.0,729.0,305.0,40.207789999999996,5.2015300000000035,1174.6400000000137,713.2399999999961,38.67324000000001,5.953679999999986,729.0,407.0,38.798840000000006,4.996879999999966
99.0,729.0,373.3399999999993,40.27046,5.487009999999993,1190.0,305.0,38.40788,5.68676000000001,729.0,407.0,38.714125,4.868134999999997
100.0,729.0,305.0,40.343,4.622,1190.0,305.0,38.312,4.501,729.0,407.0,38.593,4.501
