batch,slow_mean,slow_sd,medium_mean,medium_sd,fast_mean,fast_sd
1,604.8236800000001,26.425521566707033,404.23003000000006,22.31372868769136,474.33455666666663,143.55905152737404
4,631.7040466666667,26.43375691341903,431.5884433333333,14.75584768792474,495.73876000000007,144.3930977014279
8,615.42951,23.873599343875632,408.6989766666667,15.913445466002468,613.7593833333334,25.935976484937523
16,581.3353433333334,25.290741688737235,390.62068,21.701079350813448,512.6742633333333,92.83550552434578
32,559.5820633333334,25.339585482131103,376.7590366666667,11.11072206796814,430.7195066666667,95.26140867152151
64,603.3847666666668,23.85523745105116,399.4893333333333,15.983383339895012,467.47788666666673,110.45713141679553
128,678.3391266666667,63.20902843368681,427.79893666666663,24.483982383122076,554.1321933333332,234.34779045300027
