outcome,model_pct,precision_pct,batch_pct,remaining_pct
throughput_img_s,19.90990250918593,11.412420404648017,54.12893777918959,14.548739306976458
task_energy_per_eval_image_J,33.522520949977206,18.46774013708437,33.05476944855818,14.954969464380241
