dataset,model,batch,profile,task_energy_per_eval_image_J_fp16,task_energy_per_eval_image_J_fp32,task_throughput_img_s_fp16,task_throughput_img_s_fp32,throughput_img_s_fp16,throughput_img_s_fp32,forward_throughput_fp16_over_fp32,logged_window_energy_fp16_over_fp32,logged_window_throughput_fp16_over_fp32,fp16_forward_faster,fp16_logged_window_energy_lower,fp16_logged_window_throughput_faster
Clone1,resnet50,16,medium,0.14114762,0.25675324,49.6031746031746,33.178500331785,142.27376165054187,71.37332516850451,1.9933744338609598,0.5497403654964588,1.4950396825396826,True,True,True
Clone1,resnet50,16,slow,0.17978616000000003,0.30178456,32.829940906106366,22.79981760145919,96.82869038896176,42.39989287733066,2.2837012977627538,0.5957434005238705,1.4399212081418251,True,True,True
Clone1,resnet50,32,fast,0.14005721000000002,0.29109883000000003,53.24813631522897,23.573785950023574,181.0793562509989,45.24439889069264,4.002249133389398,0.48113285099771785,2.258785942492013,True,True,True
Clone1,resnet50,32,medium,0.13931063,0.23991466,50.505050505050505,37.821482602118,155.13437364034942,76.64243971509148,2.024131463155945,0.5806674339950714,1.3353535353535353,True,True,True
Clone1,resnet50,32,slow,0.17128051,0.29189702,34.43526170798898,23.386342376052387,105.87640868166524,44.58831289103223,2.3745327377694863,0.5867840308887018,1.4724517906336085,True,True,True
Clone1,resnet50,64,fast,0.14317875,0.23812552000000003,52.576235541535226,38.52080123266564,182.87150407680627,82.40173544008486,2.2192676295000364,0.6012742775322862,1.3648790746582544,True,True,True
Clone1,resnet50,64,medium,0.13897497,0.23897056,50.607287449392715,36.63003663003663,168.90120559943566,79.3302284429997,2.1290901200517083,0.581556866251642,1.3815789473684212,True,True,True
Clone1,resnet50,64,slow,0.17492624000000004,0.28681227,33.557046979865774,23.529411764705884,109.55426458576171,46.79369521182712,2.3412184930005666,0.6098980353943716,1.4261744966442953,True,True,True
Clone1,resnet50,128,fast,0.18582149,0.30409057,33.7609723160027,22.045855379188712,118.30483967548292,47.100697164214985,2.511742857287592,0.6110728458301091,1.5313977042538824,True,True,True
Clone1,resnet50,128,medium,0.13891713,0.24510132,51.3347022587269,35.842293906810035,182.82463955867652,80.93881697345263,2.258800491470511,0.5667743037858792,1.4322381930184804,True,True,True
Clone1,resnet50,128,slow,0.17501656999999998,0.29851317,33.852403520649965,22.716946842344388,117.2099386809672,46.93030920796893,2.4975317797621615,0.586294299846134,1.4901828029790114,True,True,True
Clone2,mobilenet_v2,1,fast,0.27183922,0.25788512999999996,22.53267237494367,25.65418163160595,34.40820452950533,41.13036748660164,0.8365644809936095,1.054109711560337,0.8783235691753042,False,False,False
Clone2,mobilenet_v2,1,medium,0.25398603,0.24343554,21.34927412467976,24.248302618816684,32.784594960414466,38.28840504842893,0.856253868996293,1.0433399741056708,0.8804440649017933,False,False,False
Clone2,mobilenet_v2,1,slow,0.3520549,0.33147023000000003,14.581510644502771,16.39881928501148,22.02625674414256,26.17782322410997,0.8414090260895418,1.0621011123683717,0.8891805191017789,False,False,False
Clone2,mobilenet_v2,4,fast,0.17369661999999997,0.14740098,31.665611146295124,51.124744376278116,86.22507399204038,154.2875962302007,0.558859403470066,1.178395286110038,0.6193793540215327,False,False,False
Clone2,mobilenet_v2,4,medium,0.12803095,0.16400109000000002,46.21072088724584,40.0320256204964,126.15499449387384,95.39274109044658,1.3224800236556788,0.7806713357819756,1.1543438077634012,True,True,True
Clone2,mobilenet_v2,4,slow,0.17391808,0.19050232,31.308703819661865,31.46633102580239,85.47003955224696,85.36471580596398,1.0012338089020572,0.9129446822484891,0.9949906073888541,True,True,False
Clone2,mobilenet_v2,8,fast,0.11310536,0.17319964,60.679611650485434,35.486160397445,263.06786781150737,117.64637295086082,2.236089912617935,0.6530346136978115,1.7099514563106795,True,True,True
Clone2,mobilenet_v2,8,medium,0.11680510000000001,0.16287377,53.304904051172706,40.45307443365696,172.78756305096414,109.5190636239134,1.5776939405208366,0.7171510796367028,1.3176972281449892,True,True,True
Clone2,mobilenet_v2,8,slow,0.14595658,0.18191348999999998,38.69969040247678,33.311125916055964,166.19712890169953,101.2632380328097,1.6412385395759417,0.8023406070654794,1.161764705882353,True,True,True
