batch,slow_mean,slow_sd,medium_mean,medium_sd,fast_mean,fast_sd
1,22.49817607188044,0.7031622317587415,32.96085621859328,0.46296299397559254,34.16418297595116,0.22635777790038442
4,87.21268497743148,1.5794232993078168,128.98409530267708,2.85093026934799,118.23312684626448,27.725964326596547
8,166.69519085364814,0.49767631554478536,172.85541369411456,0.8870759600738035,237.92049200114434,46.38155866402591
16,194.31921158594432,0.15252849571966737,229.82782835430854,0.9813262539523749,318.49262416976336,83.51282779945562
32,211.31847763871133,0.274566715241151,280.22409503424205,1.696787394891356,227.0492847096164,0.09970893996133874
64,233.29250354410797,0.13316304172265286,336.7532867135241,1.6825714693656768,293.43780302153465,88.24409605146047
128,243.60226555788154,0.14144608115767912,369.5530412133176,1.2486801658657258,351.461695019385,88.87215590278454
