dataset,file_type,schema,path
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_medium_BS16_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_medium_BS16_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_medium_BS32_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_medium_BS32_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_medium_BS32_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_medium_BS4_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_medium_BS4_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_medium_BS4_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_medium_BS64_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_medium_BS64_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_medium_BS64_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_medium_BS8_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_medium_BS8_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_medium_BS8_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_slow_BS1_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_slow_BS1_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_slow_BS1_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_slow_BS128_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_slow_BS128_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_slow_BS128_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_slow_BS16_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_slow_BS16_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_slow_BS16_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_slow_BS32_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_slow_BS32_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_slow_BS32_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_slow_BS4_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_slow_BS4_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_slow_BS4_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_slow_BS64_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_slow_BS64_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_slow_BS64_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_slow_BS8_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_slow_BS8_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp32_slow_BS8_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_fast_BS1_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_fast_BS1_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_fast_BS1_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_fast_BS128_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_fast_BS128_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_fast_BS128_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_fast_BS16_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_fast_BS16_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_fast_BS16_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_fast_BS32_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_fast_BS32_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_fast_BS32_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_fast_BS4_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_fast_BS4_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_fast_BS4_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_fast_BS64_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_fast_BS64_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_fast_BS64_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_fast_BS8_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_fast_BS8_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_fast_BS8_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_medium_BS1_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_medium_BS1_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_medium_BS1_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_medium_BS128_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_medium_BS128_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_medium_BS128_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_medium_BS16_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_medium_BS16_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_medium_BS16_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_medium_BS32_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_medium_BS32_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_medium_BS32_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_medium_BS4_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_medium_BS4_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_medium_BS4_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_medium_BS64_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_medium_BS64_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_medium_BS64_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_medium_BS8_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_medium_BS8_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_medium_BS8_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_slow_BS1_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_slow_BS1_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_slow_BS1_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_slow_BS128_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_slow_BS128_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_slow_BS128_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_slow_BS16_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_slow_BS16_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_slow_BS16_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_slow_BS32_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_slow_BS32_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_slow_BS32_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_slow_BS4_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_slow_BS4_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_slow_BS4_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_slow_BS64_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_slow_BS64_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_slow_BS64_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_slow_BS8_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_slow_BS8_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/mobilenet_v2_fp64_slow_BS8_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/resnet50_fp16_fast_BS1_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/resnet50_fp16_fast_BS1_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/resnet50_fp16_fast_BS1_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/resnet50_fp16_fast_BS128_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/resnet50_fp16_fast_BS128_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/resnet50_fp16_fast_BS128_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/resnet50_fp16_fast_BS16_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/resnet50_fp16_fast_BS16_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/resnet50_fp16_fast_BS16_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/resnet50_fp16_fast_BS32_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/resnet50_fp16_fast_BS32_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/resnet50_fp16_fast_BS32_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/resnet50_fp16_fast_BS4_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/resnet50_fp16_fast_BS4_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/resnet50_fp16_fast_BS4_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/resnet50_fp16_fast_BS64_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/resnet50_fp16_fast_BS64_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/resnet50_fp16_fast_BS64_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/resnet50_fp16_fast_BS8_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/resnet50_fp16_fast_BS8_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/resnet50_fp16_fast_BS8_tegrastats_power.csv
Clone2,bench_meta.json,batch|cuda_device|device_type|git_commit|git_status|imgsz|iters|measure_accuracy|metrics|model|precision|pretrained|seed|timestamp|torch_version|torchvision_version|warmup :: metrics=duration_s|iterations|latency_avg_ms|latency_p50_ms|throughput_img_s|top1,Ergebnisse_Clone2_13.07.2026/resnet50_fp16_medium_BS1_bench_meta.json
Clone2,perf.csv,iter|batch|latency_ms|img_per_s|acc_top1,Ergebnisse_Clone2_13.07.2026/resnet50_fp16_medium_BS1_perf.csv
Clone2,tegrastats_power.csv,sample_index|elapsed_s|power_W,Ergebnisse_Clone2_13.07.2026/resnet50_fp16_medium_BS1_tegrastats_power.csv
