dataset,sequence_index,campaign_run_count,sequence_fraction,prefix,model,precision,profile,batch,state_running_ts,state_done_ts,state_runner_duration_s,log_wall_span_s,log_start_gpu_or_tj_temp_C,log_end_gpu_or_tj_temp_C,max_gpu_or_tj_temp_C,predecessor_prefix,predecessor_model,predecessor_precision,predecessor_profile,predecessor_batch,predecessor_state_done_ts,predecessor_state_runner_duration_s,predecessor_log_wall_span_s,predecessor_max_gpu_or_tj_temp_C,predecessor_log_end_gpu_or_tj_temp_C,state_event_gap_s,predecessor_is_fp64,predecessor_in_duration_upper_quartile,successor_start_minus_predecessor_end_temp_C,configuration_id,adjusted_residual__forward_throughput,adjusted_residual__logged_energy_per_evaluated_image,adjusted_residual__logged_window_throughput,adjusted_residual__average_input_power,adjusted_residual__logged_duration,adjusted_residual__start_temperature,adjusted_residual__maximum_temperature
Clone1,125,126,0.992,resnet50_fp64_slow_BS1,resnet50,fp64,slow,1,1783788885.97255,1783839416.013735,50529.722,50524.0,41.437,40.25,41.468,resnet50_fp16_slow_BS16,resnet50,fp16,slow,16.0,1783788885.971972,1525.812,1523.0,42.718,41.531,0.0005779266357421875,False,False,-0.0940000000000012,resnet50|fp64|B1|slow,-0.002854844118562294,-0.0052096348230198375,-0.001636893839359832,-0.0068465286623795585,0.0016368938393584997,0.8486944444444333,0.8088809523809459
Clone1,126,126,1.0,mobilenet_v2_fp64_medium_BS32,mobilenet_v2,fp64,medium,32,1783839416.016163,1783842383.152764,2967.082,2963.0,40.218,43.843,44.156,resnet50_fp64_slow_BS1,resnet50,fp64,slow,1.0,1783839416.013735,50529.722,50524.0,41.468,40.25,0.0024280548095703125,True,True,-0.031999999999996476,mobilenet_v2|fp64|B32|medium,-0.0012941911239279236,0.011949319830631855,-0.010524657679264138,0.0014246621513680502,0.010524657679262361,-0.27663888888888977,1.4965476190476181
Clone2,2,126,0.008,resnet50_fp64_fast_BS128,resnet50,fp64,fast,128,1782930909.8005133,1782954932.2610824,24022.365,24018.0,52.343,39.156,52.343,resnet50_fp16_medium_BS4,resnet50,fp16,medium,4.0,1782930909.7992923,1328.531,1326.0,53.656,52.093,0.0012209415435791016,False,False,0.25,,,,,,,,
Clone2,3,126,0.016,mobilenet_v2_fp16_slow_BS1,mobilenet_v2,fp16,slow,1,1782954932.2620225,1782958364.09966,3431.816,3429.0,38.593,36.875,38.968,resnet50_fp64_fast_BS128,resnet50,fp64,fast,128.0,1782954932.2610824,24022.365,24018.0,52.343,39.156,0.0009400844573974609,True,True,-0.5629999999999953,mobilenet_v2|fp16|B1|slow,-0.017063120273104637,0.019887052768572278,-0.014506026539192085,0.005381026229379859,0.014506026539191197,-0.973769841269835,-0.927095238095248
Clone2,4,126,0.024,mobilenet_v2_fp16_fast_BS32,mobilenet_v2,fp16,fast,32,1782958364.1002014,1782959541.0535498,1176.945,1173.0,37.031,37.718,38.312,mobilenet_v2_fp16_slow_BS1,mobilenet_v2,fp16,slow,1.0,1782958364.09966,3431.816,3429.0,38.968,36.875,0.0005414485931396484,False,False,0.1559999999999988,,,,,,,,
Clone2,5,126,0.032,resnet50_fp64_slow_BS8,resnet50,fp64,slow,8,1782959541.054513,1783004620.0642133,45078.738,45073.0,37.625,38.343,39.562,mobilenet_v2_fp16_fast_BS32,mobilenet_v2,fp16,fast,32.0,1782959541.0535498,1176.945,1173.0,38.312,37.718,0.0009632110595703125,False,False,-0.09300000000000352,resnet50|fp64|B8|slow,0.0038264365643980724,-0.0008565249182274082,0.002807784648754197,0.0019512597305264556,-0.0028077846487537528,-2.4627698412698322,-1.5104285714285766
Clone2,6,126,0.04,mobilenet_v2_fp32_slow_BS32,mobilenet_v2,fp32,slow,32,1783004620.0649855,1783006017.316215,1397.24,1394.0,38.343,39.125,40.281,resnet50_fp64_slow_BS8,resnet50,fp64,slow,8.0,1783004620.0642133,45078.738,45073.0,39.562,38.343,0.0007722377777099609,True,True,0.0,mobilenet_v2|fp32|B32|slow,0.0033045029942848636,-0.006888323781008121,0.009275610887303554,0.0023872871062946555,-0.009275610887303998,0.20356349206349478,0.7502380952380889
Clone2,7,126,0.048,mobilenet_v2_fp16_fast_BS4,mobilenet_v2,fp16,fast,4,1783006017.317305,1783007599.7606013,1582.433,1579.0,39.468,39.093,39.468,mobilenet_v2_fp32_slow_BS32,mobilenet_v2,fp32,slow,32.0,1783006017.316215,1397.24,1394.0,40.281,39.125,0.0010900497436523438,False,False,0.3430000000000035,,,,,,,,
Clone2,8,126,0.056,resnet50_fp16_slow_BS16,resnet50,fp16,slow,16,1783007599.7610805,1783009132.088022,1532.314,1528.0,38.593,39.468,40.562,mobilenet_v2_fp16_fast_BS4,mobilenet_v2,fp16,fast,4.0,1783007599.7606013,1582.433,1579.0,39.468,39.093,0.0004792213439941406,False,False,-0.5,resnet50|fp16|B16|slow,0.004049200749476345,-0.0036637777476705713,0.001068244714225841,-0.0025955330334450633,-0.0010682447142267293,-1.16110317460317,-0.28109523809524717
Clone2,9,126,0.064,resnet50_fp32_fast_BS1,resnet50,fp32,fast,1,1783009132.089275,1783012391.0377529,3258.927,3255.0,39.312,39.875,41.656,resnet50_fp16_slow_BS16,resnet50,fp16,slow,16.0,1783009132.088022,1532.314,1528.0,40.562,39.468,0.001252889633178711,False,False,-0.1560000000000059,,,,,,,,
Clone2,10,126,0.072,resnet50_fp32_fast_BS128,resnet50,fp32,fast,128,1783012391.0387535,1783014588.7546575,2197.7,2195.0,39.875,39.468,42.906,resnet50_fp32_fast_BS1,resnet50,fp32,fast,1.0,1783012391.0377529,3258.927,3255.0,41.656,39.875,0.0010006427764892578,False,False,0.0,,,,,,,,
Clone2,11,126,0.08,resnet50_fp64_slow_BS4,resnet50,fp64,slow,4,1783014588.7556918,1783061022.6359105,46433.587,46428.0,39.312,37.593,39.406,resnet50_fp32_fast_BS128,resnet50,fp32,fast,128.0,1783014588.7546575,2197.7,2195.0,42.906,39.468,0.0010342597961425781,False,False,-0.1560000000000059,resnet50|fp64|B4|slow,0.0038173455941450385,-0.0009985906946955447,0.0024436070387645614,0.0014450163440691277,-0.0024436070387636732,-0.08810317460317663,-1.1454285714285817
Clone2,12,126,0.088,mobilenet_v2_fp64_medium_BS128,mobilenet_v2,fp64,medium,128,1783061022.637081,1783064485.894675,3463.234,3460.0,37.406,38.656,40.75,resnet50_fp64_slow_BS4,resnet50,fp64,slow,4.0,1783061022.6359105,46433.587,46428.0,39.406,37.593,0.0011703968048095703,True,True,-0.18700000000000472,mobilenet_v2|fp64|B128|medium,-0.005494707829371226,0.01941505210452632,-0.02515931516648484,-0.00574426306195841,0.025159315166485285,-2.9214365079365052,-1.2494285714285809
Clone2,13,126,0.096,mobilenet_v2_fp16_fast_BS128,mobilenet_v2,fp16,fast,128,1783064485.896175,1783065295.2647538,809.364,806.0,38.718,39.593,41.968,mobilenet_v2_fp64_medium_BS128,mobilenet_v2,fp64,medium,128.0,1783064485.894675,3463.234,3460.0,40.75,38.656,0.0014998912811279297,True,False,0.06200000000000472,,,,,,,,
Clone2,14,126,0.104,resnet50_fp64_slow_BS64,resnet50,fp64,slow,64,1783065295.265593,1783112251.8288128,46956.262,46951.0,39.187,37.406,39.718,mobilenet_v2_fp16_fast_BS128,mobilenet_v2,fp16,fast,128.0,1783065295.2647538,809.364,806.0,41.968,39.593,0.0008392333984375,False,False,-0.4060000000000059,resnet50|fp64|B64|slow,0.0038303871309239845,-0.000865473487637991,0.002542272912118726,0.001676799424480624,-0.002542272912119614,0.7972301587301587,0.17690476190475835
Clone2,15,126,0.112,resnet50_fp32_fast_BS64,resnet50,fp32,fast,64,1783112251.8344424,1783114386.8113325,2134.961,2132.0,37.375,38.718,40.562,resnet50_fp64_slow_BS64,resnet50,fp64,slow,64.0,1783112251.8288128,46956.262,46951.0,39.718,37.406,0.005629539489746094,True,True,-0.030999999999998806,,,,,,,,
Clone2,16,126,0.12,resnet50_fp32_medium_BS8,resnet50,fp32,medium,8,1783114386.8124678,1783116071.4818654,1684.661,1681.0,38.656,40.312,42.5,resnet50_fp32_fast_BS64,resnet50,fp32,fast,64.0,1783114386.8113325,2134.961,2132.0,40.562,38.718,0.0011353492736816406,False,False,-0.06200000000000472,resnet50|fp32|B8|medium,-0.004592435265505568,0.010957495235879189,-0.03007670770246129,-0.019119212466582214,0.03007670770246129,-0.5254365079365044,-1.0307619047619099
Clone2,17,126,0.128,resnet50_fp64_slow_BS32,resnet50,fp64,slow,32,1783116071.4823132,1783161624.8584905,45553.095,45548.0,39.843,39.031,39.937,resnet50_fp32_medium_BS8,resnet50,fp32,medium,8.0,1783116071.4818654,1684.661,1681.0,42.5,40.312,0.0004477500915527344,False,False,-0.4689999999999941,resnet50|fp64|B32|slow,0.00387026752361308,-0.0020722116948469482,0.0023570495767435418,0.0002848378818960384,-0.00235704957674443,0.3908968253968297,-0.5310952380952472
Clone2,18,126,0.136,mobilenet_v2_fp16_medium_BS4,mobilenet_v2,fp16,medium,4,1783161624.859504,1783162711.1583786,1086.291,1082.0,38.937,39.468,40.0,resnet50_fp64_slow_BS32,resnet50,fp64,slow,32.0,1783161624.8584905,45553.095,45548.0,39.937,39.031,0.0010135173797607422,True,True,-0.0940000000000012,mobilenet_v2|fp16|B4|medium,-0.018201124253256484,-7.346014306219839e-05,-0.0016398030771322958,-0.0017132632201952713,0.0016398030771309635,-0.7027698412698413,-0.19742857142858128
Clone2,19,126,0.144,mobilenet_v2_fp16_medium_BS1,mobilenet_v2,fp16,medium,1,1783162711.1589563,1783165056.8916893,2345.718,2342.0,39.218,38.156,39.5,mobilenet_v2_fp16_medium_BS4,mobilenet_v2,fp16,medium,4.0,1783162711.1583786,1086.291,1082.0,40.0,39.468,0.0005776882171630859,False,False,-0.25,mobilenet_v2|fp16|B1|medium,-0.0014825933057465157,0.0056819466032961286,-0.0029773577830312092,0.0027045888202645862,0.002977357783030321,-0.15076984126983461,-0.17642857142858048
Clone2,20,126,0.152,mobilenet_v2_fp64_fast_BS32,mobilenet_v2,fp64,fast,32,1783165056.8921344,1783167918.8616345,2861.958,2858.0,38.343,39.937,40.875,mobilenet_v2_fp16_medium_BS1,mobilenet_v2,fp16,medium,1.0,1783165056.8916893,2345.718,2342.0,39.5,38.156,0.0004451274871826172,False,False,0.18700000000000472,,,,,,,,
Clone2,21,126,0.16,mobilenet_v2_fp64_fast_BS64,mobilenet_v2,fp64,fast,64,1783167918.8622806,1783171031.169124,3112.294,3109.0,39.812,40.281,41.25,mobilenet_v2_fp64_fast_BS32,mobilenet_v2,fp64,fast,32.0,1783167918.8616345,2861.958,2858.0,40.875,39.937,0.0006461143493652344,True,False,-0.125,,,,,,,,
Clone2,22,126,0.168,resnet50_fp32_slow_BS4,resnet50,fp32,slow,4,1783171031.1699357,1783173631.4634883,2600.277,2597.0,39.906,40.718,42.093,mobilenet_v2_fp64_fast_BS64,mobilenet_v2,fp64,fast,64.0,1783171031.169124,3112.294,3109.0,41.25,40.281,0.0008118152618408203,True,False,-0.375,resnet50|fp32|B4|slow,0.00402425533047035,-0.0063319561275173575,0.0013513877445490152,-0.004980568382968897,-0.0013513877445490152,-1.2027698412698413,-0.04176190476191266
Clone2,23,126,0.176,mobilenet_v2_fp64_medium_BS4,mobilenet_v2,fp64,medium,4,1783173631.4640548,1783176946.315934,3314.839,3312.0,40.531,40.375,41.312,resnet50_fp32_slow_BS4,resnet50,fp32,slow,4.0,1783173631.4634883,2600.277,2597.0,42.093,40.718,0.0005664825439453125,False,False,-0.18700000000000472,mobilenet_v2|fp64|B4|medium,0.00135163323060139,-0.017082607785389725,0.026801159250672946,0.009718551465282665,-0.026801159250673834,0.6098968253968309,0.11490476190475363
Clone2,24,126,0.184,mobilenet_v2_fp16_slow_BS8,mobilenet_v2,fp16,slow,8,1783176946.3166409,1783178241.7237637,1295.398,1292.0,40.031,39.25,40.75,mobilenet_v2_fp64_medium_BS4,mobilenet_v2,fp64,medium,4.0,1783176946.315934,3314.839,3312.0,41.312,40.375,0.0007069110870361328,True,False,-0.3440000000000012,mobilenet_v2|fp16|B8|slow,0.0008245203209065188,-0.007366225537336679,0.009052645848596441,0.0016864203112589848,-0.009052645848596441,0.03689682539683048,0.17757142857142583
Clone2,25,126,0.192,resnet50_fp32_slow_BS128,resnet50,fp32,slow,128,1783178241.7242224,1783180438.5154865,2196.775,2193.0,39.312,40.843,43.531,mobilenet_v2_fp16_slow_BS8,mobilenet_v2,fp16,slow,8.0,1783178241.7237637,1295.398,1292.0,40.75,39.25,0.00045871734619140625,False,False,0.06199999999999761,resnet50|fp32|B128|slow,0.003979826375195117,-0.00714460840610831,0.005109315658281766,-0.0020352927478271,-0.005109315658280877,-0.2754365079365044,0.6565714285714179
Clone2,26,126,0.2,mobilenet_v2_fp32_fast_BS128,mobilenet_v2,fp32,fast,128,1783180438.516534,1783181873.310028,1434.783,1432.0,40.718,39.656,42.437,resnet50_fp32_slow_BS128,resnet50,fp32,slow,128.0,1783180438.5154865,2196.775,2193.0,43.531,40.843,0.0010476112365722656,False,False,-0.125,,,,,,,,
Clone2,27,126,0.208,resnet50_fp32_medium_BS64,resnet50,fp32,medium,64,1783181873.310902,1783183258.6144,1385.292,1382.0,39.781,42.937,46.156,mobilenet_v2_fp32_fast_BS128,mobilenet_v2,fp32,fast,128.0,1783181873.310028,1434.783,1432.0,42.437,39.656,0.0008740425109863281,False,False,0.125,resnet50|fp32|B64|medium,0.0031127791169134333,0.0004426673445742102,-0.0005429550798412563,-0.00010028773526715717,0.0005429550798403682,1.0368968253968305,1.3649047619047536
Clone2,28,126,0.216,mobilenet_v2_fp64_fast_BS16,mobilenet_v2,fp64,fast,16,1783183258.6154163,1783186265.6114812,3006.982,3004.0,42.625,40.156,43.0,resnet50_fp32_medium_BS64,resnet50,fp32,medium,64.0,1783183258.6144,1385.292,1382.0,46.156,42.937,0.001016378402709961,False,False,-0.3119999999999976,,,,,,,,
Clone2,29,126,0.224,resnet50_fp64_fast_BS16,resnet50,fp64,fast,16,1783186265.6123133,1783207889.828748,21624.129,21621.0,40.093,38.531,40.968,mobilenet_v2_fp64_fast_BS16,mobilenet_v2,fp64,fast,16.0,1783186265.6114812,3006.982,3004.0,43.0,40.156,0.0008320808410644531,True,False,-0.06299999999999528,,,,,,,,
Clone2,30,126,0.232,mobilenet_v2_fp32_fast_BS32,mobilenet_v2,fp32,fast,32,1783207889.8295856,1783208777.6992695,887.866,884.0,38.687,39.718,41.062,resnet50_fp64_fast_BS16,resnet50,fp64,fast,16.0,1783207889.828748,21624.129,21621.0,40.968,38.531,0.0008375644683837891,True,True,0.1559999999999988,,,,,,,,
Clone2,31,126,0.24,resnet50_fp64_fast_BS4,resnet50,fp64,fast,4,1783208777.6996284,1783232421.4082522,23643.609,23640.0,39.468,39.0,39.718,mobilenet_v2_fp32_fast_BS32,mobilenet_v2,fp32,fast,32.0,1783208777.6992695,887.866,884.0,41.062,39.718,0.00035881996154785156,False,False,-0.25,,,,,,,,
Clone2,32,126,0.248,resnet50_fp64_fast_BS1,resnet50,fp64,fast,1,1783232421.4091222,1783258267.5751135,25846.062,25842.0,38.531,38.718,39.437,resnet50_fp64_fast_BS4,resnet50,fp64,fast,4.0,1783232421.4082522,23643.609,23640.0,39.718,39.0,0.0008699893951416016,True,True,-0.4690000000000012,,,,,,,,
Clone2,33,126,0.256,resnet50_fp16_slow_BS1,resnet50,fp16,slow,1,1783258267.576093,1783261843.177214,3575.578,3573.0,38.468,37.812,38.5,resnet50_fp64_fast_BS1,resnet50,fp64,fast,1.0,1783258267.5751135,25846.062,25842.0,39.437,38.718,0.0009794235229492188,True,True,-0.25,resnet50|fp16|B1|slow,0.01403320397861263,-0.011738618146147961,0.012805749342481576,0.0010671311963328378,-0.012805749342483352,0.8282301587301646,0.2609047619047544
Clone2,34,126,0.264,mobilenet_v2_fp16_slow_BS128,mobilenet_v2,fp16,slow,128,1783261843.1777146,1783263074.0867734,1230.9,1227.0,37.562,37.968,39.625,resnet50_fp16_slow_BS1,resnet50,fp16,slow,1.0,1783261843.177214,3575.578,3573.0,38.5,37.812,0.0005006790161132812,False,False,-0.25,mobilenet_v2|fp16|B128|slow,0.003143311243992475,-0.004921354376403619,0.0050892596305960325,0.00016790525419274616,-0.005089259630597809,-0.817436507936506,-0.6140952380952456
Clone2,35,126,0.272,mobilenet_v2_fp64_slow_BS64,mobilenet_v2,fp64,slow,64,1783263074.08943,1783268918.231711,5844.105,5841.0,37.781,37.312,38.406,mobilenet_v2_fp16_slow_BS128,mobilenet_v2,fp16,slow,128.0,1783263074.0867734,1230.9,1227.0,39.625,37.968,0.002656698226928711,False,False,-0.18700000000000472,mobilenet_v2|fp64|B64|slow,0.0038936579809982774,-0.0008033141107258723,0.0024360485926355757,0.0016327344819093703,-0.002436048592636908,-1.3377698412698393,-1.187095238095246
Clone2,36,126,0.28,mobilenet_v2_fp64_fast_BS1,mobilenet_v2,fp64,fast,1,1783268918.2328513,1783274697.5023654,5779.234,5775.0,37.468,37.375,38.093,mobilenet_v2_fp64_slow_BS64,mobilenet_v2,fp64,slow,64.0,1783268918.231711,5844.105,5841.0,38.406,37.312,0.0011403560638427734,True,True,0.1560000000000059,,,,,,,,
Clone2,37,126,0.288,resnet50_fp16_fast_BS1,resnet50,fp16,fast,1,1783274697.5029778,1783278641.0036027,3943.475,3940.0,37.656,37.968,38.531,mobilenet_v2_fp64_fast_BS1,mobilenet_v2,fp64,fast,1.0,1783274697.5023654,5779.234,5775.0,38.093,37.375,0.0006124973297119141,True,True,0.2809999999999988,,,,,,,,
Clone2,38,126,0.296,resnet50_fp16_fast_BS32,resnet50,fp16,fast,32,1783278641.004717,1783280261.4309447,1620.41,1617.0,37.812,38.625,39.562,resnet50_fp16_fast_BS1,resnet50,fp16,fast,1.0,1783278641.0036027,3943.475,3940.0,38.531,37.968,0.0011143684387207031,False,True,-0.1560000000000059,,,,,,,,
Clone2,39,126,0.304,mobilenet_v2_fp16_medium_BS128,mobilenet_v2,fp16,medium,128,1783280261.432417,1783281118.6391888,857.202,854.0,38.562,38.687,41.531,resnet50_fp16_fast_BS32,resnet50,fp16,fast,32.0,1783280261.4309447,1620.41,1617.0,39.562,38.625,0.0014722347259521484,False,False,-0.06300000000000239,mobilenet_v2|fp16|B128|medium,0.0015170064363814184,0.013725519299545685,0.00042442776912166025,0.014149947068667457,-0.00042442776912210434,-0.16076984126983973,-0.09342857142858207
Clone2,40,126,0.312,mobilenet_v2_fp64_slow_BS8,mobilenet_v2,fp64,slow,8,1783281118.6401632,1783287081.0787983,5962.396,5958.0,38.843,37.531,38.843,mobilenet_v2_fp16_medium_BS128,mobilenet_v2,fp16,medium,128.0,1783281118.6391888,857.202,854.0,41.531,38.687,0.0009744167327880859,False,False,0.1560000000000059,mobilenet_v2|fp64|B8|slow,0.003811158707939022,-0.0015119080146798192,0.002545359100345035,0.0010334510856648826,-0.0025453591003437026,-1.3277698412698413,-1.5314285714285774
Clone2,41,126,0.32,resnet50_fp32_fast_BS16,resnet50,fp32,fast,16,1783287081.07944,1783289248.4179983,2167.323,2163.0,37.343,38.843,40.406,mobilenet_v2_fp64_slow_BS8,mobilenet_v2,fp64,slow,8.0,1783287081.0787983,5962.396,5958.0,38.843,37.531,0.0006418228149414062,True,True,-0.18799999999999528,,,,,,,,
Clone2,42,126,0.328,resnet50_fp16_slow_BS8,resnet50,fp16,slow,8,1783289248.4191515,1783290910.197484,1661.767,1659.0,38.781,37.812,39.125,resnet50_fp32_fast_BS16,resnet50,fp32,fast,16.0,1783289248.4179983,2167.323,2163.0,40.406,38.843,0.0011532306671142578,False,False,-0.06200000000000472,resnet50|fp16|B8|slow,0.00461132753699145,-0.001263595910014348,-0.0024729900337923105,-0.0037365859438065474,0.0024729900337909783,-0.3067698412698334,-0.562095238095246
Clone2,43,126,0.336,mobilenet_v2_fp64_fast_BS128,mobilenet_v2,fp64,fast,128,1783290910.1985097,1783298610.5791378,7700.326,7697.0,37.937,36.843,37.968,resnet50_fp16_slow_BS8,resnet50,fp16,slow,8.0,1783290910.197484,1661.767,1659.0,39.125,37.812,0.0010256767272949219,False,False,0.125,,,,,,,,
Clone2,44,126,0.344,resnet50_fp16_fast_BS64,resnet50,fp16,fast,64,1783298610.580479,1783300096.397319,1485.806,1481.0,36.906,38.0,39.187,mobilenet_v2_fp64_fast_BS128,mobilenet_v2,fp64,fast,128.0,1783298610.5791378,7700.326,7697.0,37.968,36.843,0.001341104507446289,True,True,0.06299999999999528,,,,,,,,
Clone2,45,126,0.352,mobilenet_v2_fp64_fast_BS8,mobilenet_v2,fp64,fast,8,1783300096.3981452,1783306069.1116493,5972.675,5969.0,37.843,37.656,38.156,resnet50_fp16_fast_BS64,resnet50,fp16,fast,64.0,1783300096.397319,1485.806,1481.0,39.187,38.0,0.0008261203765869141,False,False,-0.15699999999999648,,,,,,,,
Clone2,46,126,0.36,mobilenet_v2_fp32_slow_BS64,mobilenet_v2,fp32,slow,64,1783306069.1125956,1783307496.1067162,1426.985,1423.0,37.656,38.687,39.468,mobilenet_v2_fp64_fast_BS8,mobilenet_v2,fp64,fast,8.0,1783306069.1116493,5972.675,5969.0,38.156,37.656,0.0009462833404541016,True,True,0.0,mobilenet_v2|fp32|B64|slow,0.003944826504235888,-0.0013396529255517153,0.0054152827015077065,0.004075629775956102,-0.0054152827015077065,0.25589682539682457,0.31223809523808654
Clone2,47,126,0.368,mobilenet_v2_fp64_medium_BS16,mobilenet_v2,fp64,medium,16,1783307496.1072135,1783310620.7721508,3124.644,3122.0,38.281,38.968,40.093,mobilenet_v2_fp32_slow_BS64,mobilenet_v2,fp32,slow,64.0,1783307496.1067162,1426.985,1423.0,39.468,38.687,0.0004973411560058594,False,False,-0.4059999999999988,mobilenet_v2|fp64|B16|medium,-0.0022227126245693007,0.017604273156501482,-0.026090281967963147,-0.008486008811461554,0.026090281967961815,-1.7444365079365056,-0.8854285714285766
Clone2,48,126,0.376,resnet50_fp16_slow_BS128,resnet50,fp16,slow,128,1783310620.7732892,1783312105.438264,1484.65,1480.0,38.968,38.343,41.281,mobilenet_v2_fp64_medium_BS16,mobilenet_v2,fp64,medium,16.0,1783310620.7721508,3124.644,3122.0,40.093,38.968,0.001138448715209961,True,False,0.0,resnet50|fp16|B128|slow,0.00411558304551507,-0.002941359770318841,0.0017026437516780568,-0.0012387160186411172,-0.001702643751679389,0.6408968253968297,0.5315714285714179
Clone2,49,126,0.384,mobilenet_v2_fp32_medium_BS8,mobilenet_v2,fp32,medium,8,1783312105.4394674,1783313343.8377366,1238.389,1236.0,38.156,38.781,40.093,resnet50_fp16_slow_BS128,resnet50,fp16,slow,128.0,1783312105.438264,1484.65,1480.0,41.281,38.343,0.0012035369873046875,False,False,-0.18700000000000472,mobilenet_v2|fp32|B8|medium,-0.08921862962616744,0.06486999534652294,-0.09815895627709903,-0.03328896093057665,0.09815895627709814,-0.5671031746031687,-0.7187619047619123
Clone2,50,126,0.392,mobilenet_v2_fp16_slow_BS32,mobilenet_v2,fp16,slow,32,1783313343.8383105,1783314562.9826736,1219.134,1216.0,38.625,37.843,39.843,mobilenet_v2_fp32_medium_BS8,mobilenet_v2,fp32,medium,8.0,1783313343.8377366,1238.389,1236.0,40.093,38.781,0.0005738735198974609,False,False,-0.1559999999999988,mobilenet_v2|fp16|B32|slow,0.0023374367136468344,-0.009460642029881394,0.00946483885758731,4.196827705804651e-06,-0.00946483885758731,-1.9731031746031675,-1.4064285714285774
Clone2,51,126,0.4,mobilenet_v2_fp32_medium_BS16,mobilenet_v2,fp32,medium,16,1783314562.9838955,1783315672.2291577,1109.236,1105.0,37.781,39.031,40.343,mobilenet_v2_fp16_slow_BS32,mobilenet_v2,fp16,slow,32.0,1783314562.9826736,1219.134,1216.0,39.843,37.843,0.0012218952178955078,False,False,-0.06200000000000472,mobilenet_v2|fp32|B16|medium,-0.0014270124237714121,0.005155883636634884,-0.003686090728399538,0.0014697929082350125,0.003686090728399094,0.24523015873015908,1.0519047619047583
Clone2,52,126,0.408,mobilenet_v2_fp64_slow_BS1,mobilenet_v2,fp64,slow,1,1783315672.230863,1783321397.614215,5725.348,5721.0,38.781,38.656,39.156,mobilenet_v2_fp32_medium_BS16,mobilenet_v2,fp32,medium,16.0,1783315672.2291577,1109.236,1105.0,40.343,39.031,0.0017054080963134766,False,False,-0.25,mobilenet_v2|fp64|B1|slow,0.003341616126843139,0.004284602738321097,-0.0037793978207951717,0.0005052049175255924,0.0037793978207947276,-0.29610317460317503,-0.530761904761917
Clone2,53,126,0.416,mobilenet_v2_fp32_medium_BS4,mobilenet_v2,fp32,medium,4,1783321397.6149335,1783322650.1936967,1252.572,1249.0,38.593,39.75,40.5,mobilenet_v2_fp64_slow_BS1,mobilenet_v2,fp64,slow,1.0,1783321397.614215,5725.348,5721.0,39.156,38.656,0.0007185935974121094,True,True,-0.06299999999999528,mobilenet_v2|fp32|B4|medium,-0.0031393208680081663,0.014963353131519086,-0.02014892562247228,-0.005185572490953527,0.020148925622471836,-1.4631031746031695,-0.9784285714285801
Clone2,54,126,0.424,mobilenet_v2_fp64_slow_BS128,mobilenet_v2,fp64,slow,128,1783322650.1994915,1783329611.4826555,6961.234,6957.0,39.281,38.156,39.625,mobilenet_v2_fp32_medium_BS4,mobilenet_v2,fp32,medium,4.0,1783322650.1936967,1252.572,1249.0,40.5,39.75,0.0057947635650634766,False,False,-0.4690000000000012,mobilenet_v2|fp64|B128|slow,-0.04131747278046971,0.05872807294155857,-0.0580019164032497,0.0007261565383087643,0.058001916403249254,0.6828968253968313,0.5212380952380897
Clone2,55,126,0.432,resnet50_fp64_fast_BS8,resnet50,fp64,fast,8,1783329611.4839237,1783374735.676956,45123.906,45118.0,38.125,38.125,40.593,mobilenet_v2_fp64_slow_BS128,mobilenet_v2,fp64,slow,128.0,1783329611.4826555,6961.234,6957.0,39.625,38.156,0.001268148422241211,True,True,-0.030999999999998806,,,,,,,,
Clone2,56,126,0.44,resnet50_fp64_fast_BS64,resnet50,fp64,fast,64,1783374735.6780002,1783421684.5293372,46948.553,46944.0,38.25,38.937,39.906,resnet50_fp64_fast_BS8,resnet50,fp64,fast,8.0,1783374735.676956,45123.906,45118.0,40.593,38.125,0.0010442733764648438,True,True,0.125,,,,,,,,
Clone2,57,126,0.448,resnet50_fp64_slow_BS128,resnet50,fp64,slow,128,1783421684.5312183,1783468945.3097744,47260.42,47255.0,39.062,36.906,41.062,resnet50_fp64_fast_BS64,resnet50,fp64,fast,64.0,1783421684.5293372,46948.553,46944.0,39.906,38.937,0.0018811225891113281,True,True,0.125,resnet50|fp64|B128|slow,0.015897776946275144,-0.014036393130026137,0.018922645976647612,0.004886252846621364,-0.018922645976648056,-0.6091031746031703,0.572904761904752
Clone2,58,126,0.456,resnet50_fp16_fast_BS8,resnet50,fp16,fast,8,1783468945.3166494,1783470538.5434282,1593.216,1590.0,36.906,38.093,38.75,resnet50_fp64_slow_BS128,resnet50,fp64,slow,128.0,1783468945.3097744,47260.42,47255.0,41.062,36.906,0.006875038146972656,True,True,0.0,,,,,,,,
Clone2,59,126,0.464,resnet50_fp32_slow_BS1,resnet50,fp32,slow,1,1783470538.5440955,1783473759.9194307,3221.354,3219.0,37.656,38.781,40.0,resnet50_fp16_fast_BS8,resnet50,fp16,fast,8.0,1783470538.5434282,1593.216,1590.0,38.75,38.093,0.0006673336029052734,False,False,-0.4370000000000047,resnet50|fp32|B1|slow,0.022245513608122103,-0.015142058929030533,0.014579673234293544,-0.0005623856947374328,-0.014579673234294432,-0.6921031746031687,-0.4474285714285742
