n,fixed_campaign_median_max_temp_C,random_campaign_median_max_temp_C,random_minus_fixed_mean_difference_C,mean_difference_ci95_low_C,mean_difference_ci95_high_C,random_minus_fixed_median_difference_C
54,49.734,41.2025,-6.6343148148148146,-8.011801302997757,-5.256828326631871,-9.015500000000003
