model,precision,profile,batch,throughput_img_s_mean,throughput_img_s_std,throughput_img_s_min,throughput_img_s_max,latency_avg_ms_mean,latency_avg_ms_std,latency_avg_ms_min,latency_avg_ms_max,avg_power_W_mean,avg_power_W_std,avg_power_W_min,avg_power_W_max,energy_per_img_J_avg_power_times_meta_duration_mean,energy_per_img_J_avg_power_times_meta_duration_std,energy_per_img_J_avg_power_times_meta_duration_min,energy_per_img_J_avg_power_times_meta_duration_max,energy_per_img_J_integrated_log_timestamps_mean,energy_per_img_J_integrated_log_timestamps_std,energy_per_img_J_integrated_log_timestamps_min,energy_per_img_J_integrated_log_timestamps_max,energy_per_img_J_power_over_throughput_proxy_mean,energy_per_img_J_power_over_throughput_proxy_std,energy_per_img_J_power_over_throughput_proxy_min,energy_per_img_J_power_over_throughput_proxy_max
mobilenet_v2,fp16,medium,16,229.82782835430854,0.9813262539523749,228.7002182924289,230.4884470101006,69.61817916306667,0.29796066034785235,69.41779602210968,69.96058035913855,5.9868503745208566,0.21821314493682695,5.842375824175824,6.2378676957001105,0.10626095184046136,0.00574146209189631,0.10097357073425248,0.11236832363336853,0.10833555333333333,0.005727515241763501,0.10305775000000002,0.11442598,0.026052310330831063,0.0010632186378495632,0.025347803327946394,0.027275302762168874
mobilenet_v2,fp16,medium,32,280.22409503424205,1.696787394891356,278.43363562339954,281.8083666738417,114.16058306214131,0.6920186923753608,113.51601676459788,114.89187793036648,6.004932250118799,0.31064704154028416,5.7784674887892375,6.3590730538922156,0.10312856869907695,0.0015839192374866042,0.10165252686683011,0.10480188397152526,0.10563507666666666,0.001497186091350473,0.10425363,0.10722594999999999,0.021433895473594537,0.001237537804588276,0.02050495362146965,0.02283873871651518
mobilenet_v2,fp16,medium,64,336.7532867135241,1.6825714693656768,334.8573468969373,338.06882417810334,189.8710065515742,0.9508514492781739,189.12900082187613,190.94285825990937,6.072864254856935,0.23239912246610833,5.89322972972973,6.335331249999999,0.09655271335053757,0.0027048986845143006,0.0942455986603802,0.09952956256702145,0.09943019333333332,0.0027749989842220306,0.09690255,0.10239955999999999,0.018036175641498748,0.0007820393542046524,0.01743204137221782,0.018919493057889793
mobilenet_v2,fp16,medium,128,369.5530412133176,1.2486801658657323,368.70379648167244,370.986766991064,346.0347909707209,1.167053090345796,344.69487655537483,346.8291866585619,6.059128122265883,0.29931485254532975,5.868933570581258,6.404143195266273,0.09916152827833052,0.00495748976753211,0.09604774291526257,0.10487834407570971,0.10336576666666668,0.0053894718405640965,0.09999437,0.10958155,0.016396937342622417,0.0008421406947313612,0.015906324289314676,0.017369344325654675
mobilenet_v2,fp16,slow,1,22.49817607188044,0.7031622317587415,22.02625674414256,23.306329964357555,44.47651982502445,1.366504519858889,42.906798347457666,45.40036065210807,4.892922229523646,0.20946619229401198,4.749339559093691,5.133278383957535,0.32809943611418646,0.019317968758918374,0.31186745833639806,0.34946593782472585,0.3301409766666667,0.01976578577493021,0.31365940999999997,0.3520549,0.21774846304680764,0.014682438444249778,0.20377895474563654,0.23305268995934258
mobilenet_v2,fp16,slow,4,87.21268497743148,1.5794232993078168,85.47003955224696,88.54980609057809,45.87498462000707,0.8363284329541758,45.17231800494716,46.80002514278516,5.214282151962593,0.2042960205127519,5.055563532401525,5.444781012658228,0.16398537437479377,0.007010495080118918,0.15878617481872664,0.1719583608177264,0.16601086666666667,0.006949367808961711,0.16087375,0.17391808,0.05982967080762113,0.003449214504195456,0.057092880894963914,0.06370397207234109
mobilenet_v2,fp16,slow,8,166.69519085364814,0.49767631554478536,166.19712890169953,167.1924806342399,47.992071627271365,0.14328421633123398,47.84904183281586,48.13560891735833,5.402375230409252,0.2163052701700895,5.237690641918021,5.647343505477308,0.1382807983272292,0.004783409104896492,0.13471458038682438,0.14371665555948823,0.14054059333333332,0.004770564939347679,0.13696162,0.14595658,0.032410844402660476,0.0013742363998687761,0.03142062079291235,0.0339797898002049
mobilenet_v2,fp16,slow,16,194.31921158594432,0.15252849571966737,194.1431236343569,194.41037276975493,82.3387787775447,0.06466006833198151,82.30013538911939,82.41342624183744,5.4405325610361,0.19683489182160643,5.303004029008864,5.666008032128515,0.13411873187441667,0.005197632793382511,0.13065808438625068,0.14009562198167275,0.1365124533333333,0.005275042695650262,0.13302586,0.14258111999999998,0.027997730259209628,0.0010047407632770467,0.027277371847279696,0.02914551140788543
mobilenet_v2,fp16,slow,32,211.31847763871133,0.27456671524113746,211.00658887953242,211.52372650634885,151.3819314788227,0.19681753902189497,151.23486997942803,151.6055183187446,5.435502266012546,0.2086651611642047,5.280263114754098,5.672704904405652,0.13027299009231905,0.0042276297754876135,0.12746956285261635,0.1351356934986851,0.13312736666666666,0.004224355131666052,0.13023425,0.13797504,0.025722735226835682,0.0010215252626133526,0.024962982649587597,0.026884017861851246
mobilenet_v2,fp16,slow,64,233.29250354410797,0.13316304172265286,233.1835812873809,233.44095590702528,274.07067024966983,0.15640292704469488,273.89632070945015,274.19863170825806,5.434901127206604,0.2361314567506652,5.251556109725685,5.701349258649094,0.12920684091724408,0.006045697935035006,0.12438554791369423,0.1359897652981259,0.13279205666666669,0.0063644344152275845,0.12773791,0.13993949,0.02329617303264779,0.001000053108563054,0.022514422998870923,0.02442308906976813
mobilenet_v2,fp16,slow,128,243.60226555788157,0.14144608115767912,243.43894038339522,243.68474018522122,524.9428461214342,0.3049068712501212,524.7650622458541,525.2949164594081,5.447853096599203,0.20849289372352064,5.2985,5.686051894563427,0.1288871844985684,0.004664936634889108,0.12563793361320916,0.13423248331048168,0.13406664,0.004791009815028556,0.13081347,0.13956833,0.022364053633950418,0.0008689933827472119,0.02174340218842379,0.023357199491619494
mobilenet_v2,fp32,fast,1,31.56528111611016,8.283965738208597,26.705728869108587,41.13036748660164,32.99617263621942,7.520669666810917,24.31293618579395,37.44514912516519,5.649605949587524,0.8369464177531981,5.125273063973064,6.614826853291861,0.29121641448218805,0.030428305404079575,0.256249482526003,0.31167763497376566,0.29310504,0.030636229851620154,0.25788512999999996,0.31358676,0.1822277387376882,0.01865457175063462,0.16082586316416123,0.1950412196958514
mobilenet_v2,fp32,fast,4,155.09229731590503,3.3159249073457318,152.25278109512308,158.73651462239133,25.798899587892617,0.5476598466898039,25.198990978952498,26.27209809389897,7.197276128990893,0.29169018337987757,7.005158106747231,7.532920536635706,0.1401210508977704,0.004594565213476292,0.13679821346107077,0.14536424194666234,0.14228502666666668,0.00448733229642437,0.13901542,0.14740098,0.04642359456375575,0.0022225674271989628,0.04443684403912661,0.04882388941620694
mobilenet_v2,fp32,fast,8,167.22288181630873,42.93736510320701,117.64637295086082,192.5057558419744,50.44314985314694,15.20540035340081,41.55719897833653,68.00039643671363,6.803726719885982,0.5700665396051139,6.145474175035868,7.13473713033954,0.14228199171958983,0.024590713083587783,0.12704965601608068,0.17065111434219657,0.14473719333333332,0.024673652547576596,0.1294078,0.17319964,0.04217787377278651,0.008711954875765756,0.03704288644821748,0.05223683502425309
