prefix,model,precision,profile,batch,metric,n_devices,mean,sd,cv,min,max,max_to_min_ratio
resnet50_fp16_slow_BS4,resnet50,fp16,slow,4,latency_avg_ms,4,60.76892732572131,0.571345866217371,0.009401940948454767,59.946692559183575,61.268789321905935,1.02205454056397
resnet50_fp16_slow_BS4,resnet50,fp16,slow,4,avg_power_W,4,6.301113938174155,0.5172266020231948,0.08208494674087248,5.893129598189021,7.029789711701526,1.1928788591144857
resnet50_fp16_slow_BS4,resnet50,fp16,slow,4,energy_per_img_J_avg_power_times_meta_duration,4,0.22273953464943333,0.01826303048329128,0.08199276572987015,0.2080397056803085,0.24827979726343402,1.193425055335167
resnet50_fp16_slow_BS4,resnet50,fp16,slow,4,energy_per_img_J_integrated_log_timestamps,4,0.22555740500000002,0.018536856554992463,0.08218243402380189,0.21067309,0.25142783,1.1934501459108993
resnet50_fp16_slow_BS4,resnet50,fp16,slow,4,energy_per_img_J_power_over_throughput_proxy,4,0.09567401585318655,0.006930960350531311,0.07244349773262357,0.09026622894953283,0.10535316065077079,1.1671381631515032
resnet50_fp16_slow_BS8,resnet50,fp16,slow,8,throughput_img_s,4,81.1090757465898,1.008325494183316,0.01243172215811756,80.5729961144205,82.62002595251077,1.0254059044196806
resnet50_fp16_slow_BS8,resnet50,fp16,slow,8,latency_avg_ms,4,98.64390637211618,1.2113475152272828,0.0122800034972023,96.82882458301727,99.28884844544343,1.0254059044196808
resnet50_fp16_slow_BS8,resnet50,fp16,slow,8,avg_power_W,4,6.295513925409569,0.5299921996544006,0.08418569253183261,5.900289200732154,7.047650744416874,1.1944585264638123
resnet50_fp16_slow_BS8,resnet50,fp16,slow,8,energy_per_img_J_avg_power_times_meta_duration,4,0.20380125039532118,0.015818558099387668,0.07761757137752491,0.19185761366863685,0.225667619643259,1.176224468386313
resnet50_fp16_slow_BS8,resnet50,fp16,slow,8,energy_per_img_J_integrated_log_timestamps,4,0.20710623499999997,0.016216978314734423,0.07830270447789477,0.19476023,0.22950241999999998,1.17838441657211
resnet50_fp16_slow_BS8,resnet50,fp16,slow,8,energy_per_img_J_power_over_throughput_proxy,4,0.07756898380770469,0.005561647248777053,0.07169936971927472,0.07322859890841898,0.08530196720668907,1.1648723105213206
resnet50_fp32_fast_BS1,resnet50,fp32,fast,1,throughput_img_s,4,27.36751081509553,6.917720050322496,0.25277125483062857,23.552570401541967,37.735151765217836,1.6021670298349835
resnet50_fp32_fast_BS1,resnet50,fp32,fast,1,latency_avg_ms,4,37.99513855356265,7.679570597140765,0.20211982083746563,26.50048968192423,42.45821084286116,1.6021670298349833
resnet50_fp32_fast_BS1,resnet50,fp32,fast,1,avg_power_W,4,7.789857054626032,0.9403882351013193,0.12071957527678466,6.90388664351121,9.03653012048193,1.308904764387338
resnet50_fp32_fast_BS1,resnet50,fp32,fast,1,energy_per_img_J_avg_power_times_meta_duration,4,0.4491721426024483,0.05800808703302854,0.12914444492691998,0.3750423641420476,0.5131822207454397,1.3683313401658046
resnet50_fp32_fast_BS1,resnet50,fp32,fast,1,energy_per_img_J_integrated_log_timestamps,4,0.4525640225,0.05788405868193903,0.12790247523915588,0.37888383999999997,0.51674187,1.3638530215487683
resnet50_fp32_fast_BS1,resnet50,fp32,fast,1,energy_per_img_J_power_over_throughput_proxy,4,0.29124699673883214,0.039719368188434336,0.1363769193611689,0.23947247321822884,0.33277012122116495,1.3895965442254188
resnet50_fp32_fast_BS16,resnet50,fp32,fast,16,throughput_img_s,4,43.57500853600706,0.1679413210164291,0.0038540743113717403,43.47655017608666,43.82601855946856,1.0080380890840348
resnet50_fp32_fast_BS16,resnet50,fp32,fast,16,latency_avg_ms,4,367.18702110064993,1.4098480475989321,0.0038395911799193948,365.07993484028725,368.0144798793271,1.0080380890840348
resnet50_fp32_fast_BS16,resnet50,fp32,fast,16,avg_power_W,4,7.349986139535781,0.6199419021331619,0.08434599608269697,6.882521921641791,8.23715500234852,1.1968221963009145
resnet50_fp32_fast_BS16,resnet50,fp32,fast,16,energy_per_img_J_avg_power_times_meta_duration,4,0.31221809243248244,0.02512517290917131,0.08047314847586759,0.2926550838825637,0.3481035877796893,1.189467078997937
resnet50_fp32_fast_BS16,resnet50,fp32,fast,16,energy_per_img_J_integrated_log_timestamps,4,0.3179681175,0.025426429128834124,0.07996534158439368,0.29845057,0.3543438,1.18727801391031
resnet50_fp32_fast_BS16,resnet50,fp32,fast,16,energy_per_img_J_power_over_throughput_proxy,4,0.1686381645498013,0.013580014728022909,0.08052752924746483,0.15818072572279948,0.18795125072042146,1.1882057681907006
resnet50_fp32_fast_BS4,resnet50,fp32,fast,4,throughput_img_s,4,54.31380056224673,14.210968845962896,0.2616456351581641,33.31062117389975,64.74018417228834,1.9435297779140472
resnet50_fp32_fast_BS4,resnet50,fp32,fast,4,latency_avg_ms,4,79.02298756437376,27.488094481323873,0.3478493452165612,61.7854281871533,120.08181952290236,1.9435297779140472
resnet50_fp32_fast_BS4,resnet50,fp32,fast,4,avg_power_W,4,9.492626517443826,1.5715748059059036,0.16555742533617526,7.430900855365475,11.256055325034577,1.514763222403533
resnet50_fp32_fast_BS4,resnet50,fp32,fast,4,energy_per_img_J_avg_power_times_meta_duration,4,0.3214499026008743,0.043908868034288465,0.1365963021889839,0.2886711407397436,0.38248318073503024,1.3249789353895425
resnet50_fp32_fast_BS4,resnet50,fp32,fast,4,energy_per_img_J_integrated_log_timestamps,4,0.32535509749999997,0.044060990736966975,0.135424313543964,0.29231798,0.38645475999999995,1.3220355449911085
resnet50_fp32_fast_BS4,resnet50,fp32,fast,4,energy_per_img_J_power_over_throughput_proxy,4,0.18011995391305613,0.029202481500462608,0.16212796453722522,0.16149275758327367,0.22307902385164446,1.381356211820297
resnet50_fp32_fast_BS8,resnet50,fp32,fast,8,throughput_img_s,4,54.732535631313475,17.2523607218659,0.3152121589630047,39.616664233478616,69.88472161053303,1.764023371545653
resnet50_fp32_fast_BS8,resnet50,fp32,fast,8,latency_avg_ms,4,157.93480333914283,49.7857171195588,0.3152295508460599,114.47423436246812,201.93522485518827,1.764023371545653
resnet50_fp32_fast_BS8,resnet50,fp32,fast,8,avg_power_W,4,8.466849879606059,0.9466039803015324,0.11180120041830427,7.285209302325581,9.23740631730079,1.267967183091367
resnet50_fp32_fast_BS8,resnet50,fp32,fast,8,energy_per_img_J_avg_power_times_meta_duration,4,0.30169941816615176,0.0534865283880127,0.17728416154437734,0.25603215591157413,0.36204868146813385,1.4140750413911862
resnet50_fp32_fast_BS8,resnet50,fp32,fast,8,energy_per_img_J_integrated_log_timestamps,4,0.306096345,0.053847453651534594,0.17591668287164486,0.26002161,0.3670083,1.4114530711505093
resnet50_fp32_fast_BS8,resnet50,fp32,fast,8,energy_per_img_J_power_over_throughput_proxy,4,0.16300551053337603,0.036083914024837134,0.22136622195633568,0.1321806269585043,0.2031193083848676,1.5366798679857467
resnet50_fp32_medium_BS1,resnet50,fp32,medium,1,throughput_img_s,4,34.992908994223505,0.8748255092618109,0.025000079570584536,34.25197231065076,36.122375816609086,1.0546071767486722
resnet50_fp32_medium_BS1,resnet50,fp32,medium,1,latency_avg_ms,4,28.590492272647857,0.7080050321220486,0.024763653083349935,27.68367189015844,29.19539905411657,1.0546071767486722
resnet50_fp32_medium_BS1,resnet50,fp32,medium,1,avg_power_W,4,8.627539666965925,0.5880323479332171,0.06815759424262519,8.066107142857142,9.450372967951695,1.1716151051031323
resnet50_fp32_medium_BS1,resnet50,fp32,medium,1,energy_per_img_J_avg_power_times_meta_duration,4,0.3798079927064689,0.02143257987162178,0.056430039080788245,0.3573392887582744,0.40761180217652604,1.1406856592594243
resnet50_fp32_medium_BS1,resnet50,fp32,medium,1,energy_per_img_J_integrated_log_timestamps,4,0.3831086275,0.021631837153303152,0.056463978100579716,0.36046508,0.4113098300000001,1.1410531916156763
resnet50_fp32_medium_BS1,resnet50,fp32,medium,1,energy_per_img_J_power_over_throughput_proxy,4,0.24639787177099728,0.011761733529800457,0.047734720455426004,0.23549321684897428,0.26162102448439756,1.1109493003026898
resnet50_fp32_medium_BS16,resnet50,fp32,medium,16,throughput_img_s,4,72.61686286473012,3.323917553577452,0.04577335652421681,70.63933844989415,77.58154614802848,1.0982767937876226
resnet50_fp32_medium_BS16,resnet50,fp32,medium,16,latency_avg_ms,4,220.66646117841475,9.670112216958616,0.04382230160994004,206.2346111209411,226.50268746994436,1.0982767937876226
resnet50_fp32_medium_BS16,resnet50,fp32,medium,16,avg_power_W,4,9.045086745852517,0.7576359318564915,0.08376215211024854,8.513843124165554,10.121579873328642,1.188837957866491
resnet50_fp32_medium_BS16,resnet50,fp32,medium,16,energy_per_img_J_avg_power_times_meta_duration,4,0.264982602357863,0.015743735937686798,0.059414224924942985,0.2519585484606082,0.2852339093591896,1.1320668066310269
resnet50_fp32_medium_BS16,resnet50,fp32,medium,16,energy_per_img_J_integrated_log_timestamps,4,0.270030575,0.01598708662302276,0.05920472754991823,0.25675324,0.2907744,1.1325052801670585
resnet50_fp32_medium_BS16,resnet50,fp32,medium,16,energy_per_img_J_power_over_throughput_proxy,4,0.12443128109994979,0.005559435852846911,0.04467876408329573,0.11930557460180359,0.1304637555690923,1.093526065353865
resnet50_fp32_medium_BS4,resnet50,fp32,medium,4,throughput_img_s,4,55.906009500953516,1.5223915988126522,0.02723126927502645,54.811156275529896,58.15903202517007,1.0610801883618501
resnet50_fp32_medium_BS4,resnet50,fp32,medium,4,latency_avg_ms,4,71.58750425974054,1.9020808267746179,0.02657001171424148,68.77693559736139,72.97784377859905,1.0610801883618501
resnet50_fp32_medium_BS4,resnet50,fp32,medium,4,avg_power_W,4,9.64742621882225,0.8872884067526688,0.0919715151613762,8.732434104046243,10.794358189081224,1.2361224900717627
resnet50_fp32_medium_BS4,resnet50,fp32,medium,4,energy_per_img_J_avg_power_times_meta_duration,4,0.30562548187458605,0.014043808602929043,0.045951039542874064,0.28923954596264717,0.32326058727673657,1.1176223714529097
resnet50_fp32_medium_BS4,resnet50,fp32,medium,4,energy_per_img_J_integrated_log_timestamps,4,0.30930162,0.014284252179126026,0.046182274050572465,0.29286078,0.32739227,1.1179109404816856
resnet50_fp32_medium_BS4,resnet50,fp32,medium,4,energy_per_img_J_power_over_throughput_proxy,4,0.17237054439513289,0.011679055594365153,0.06775551841150261,0.15931855296299935,0.18560071949632245,1.1649661388741521
resnet50_fp32_medium_BS8,resnet50,fp32,medium,8,throughput_img_s,4,66.20258355362962,2.870022810080603,0.04335212700204736,64.27023599958483,70.35911121162437,1.0947386471722131
resnet50_fp32_medium_BS8,resnet50,fp32,medium,8,latency_avg_ms,4,121.00600993199623,5.069602953113616,0.041895464167132405,113.70240274834913,124.47441456495784,1.094738647172213
resnet50_fp32_medium_BS8,resnet50,fp32,medium,8,avg_power_W,4,9.081243775922758,0.9725677601718414,0.10709631677881233,8.331918092909536,10.508425749817118,1.2612252824184373
resnet50_fp32_medium_BS8,resnet50,fp32,medium,8,energy_per_img_J_avg_power_times_meta_duration,4,0.2785614572449001,0.012866035743927905,0.046187422593128524,0.2639530567680579,0.2923573369569935,1.1076111053106505
resnet50_fp32_medium_BS8,resnet50,fp32,medium,8,energy_per_img_J_integrated_log_timestamps,4,0.28276324999999997,0.012698916670249208,0.04491006759276253,0.26874598,0.2963436,1.102690354661305
resnet50_fp32_medium_BS8,resnet50,fp32,medium,8,energy_per_img_J_power_over_throughput_proxy,4,0.13692053232856424,0.008876760554307512,0.06483147854703199,0.12956419418703555,0.14935415710710356,1.1527425307913368
resnet50_fp32_slow_BS1,resnet50,fp32,slow,1,throughput_img_s,4,23.785025100271028,0.4460732509495465,0.01875437377379364,23.271308568168056,24.233014780887586,1.0413258330489852
resnet50_fp32_slow_BS1,resnet50,fp32,slow,1,latency_avg_ms,4,42.05438056117622,0.7906278286786785,0.0188001301678563,41.266017003740416,42.971369533033574,1.0413258330489852
resnet50_fp32_slow_BS1,resnet50,fp32,slow,1,avg_power_W,4,7.2329050983675085,0.5463777089229814,0.07554056101832454,6.803775263484191,7.986931545741325,1.1738970257596728
resnet50_fp32_slow_BS1,resnet50,fp32,slow,1,energy_per_img_J_avg_power_times_meta_duration,4,0.4658557355766836,0.0299303053676456,0.06424801302616748,0.4406961546869684,0.5079843327983377,1.1526861021947534
resnet50_fp32_slow_BS1,resnet50,fp32,slow,1,energy_per_img_J_integrated_log_timestamps,4,0.4691344,0.0302348160980395,0.0644480901380063,0.44381532999999995,0.51170875,1.1529767347153153
resnet50_fp32_slow_BS1,resnet50,fp32,slow,1,energy_per_img_J_power_over_throughput_proxy,4,0.3038930783751726,0.018035234900319396,0.05934730398187587,0.28875124325546364,0.32958885297427226,1.1414283424666636
resnet50_fp32_slow_BS16,resnet50,fp32,slow,16,throughput_img_s,4,42.42388640736919,0.1616191412621801,0.0038096260137568693,42.27166663379112,42.6517967203051,1.0089925502537465
resnet50_fp32_slow_BS16,resnet50,fp32,slow,16,latency_avg_ms,4,377.1501173161208,1.4332961931903954,0.0038003334146891722,375.1307384521724,378.5041204694286,1.0089925502537465
resnet50_fp32_slow_BS16,resnet50,fp32,slow,16,avg_power_W,4,7.311127305678725,0.6130535702844131,0.08385212630728506,6.879718303365607,8.182486611265004,1.1893636120627313
resnet50_fp32_slow_BS16,resnet50,fp32,slow,16,energy_per_img_J_avg_power_times_meta_duration,4,0.3152977512143931,0.02556727703812834,0.08108930983381278,0.29677243766372574,0.3518453735125298,1.1855729470106906
resnet50_fp32_slow_BS16,resnet50,fp32,slow,16,energy_per_img_J_integrated_log_timestamps,4,0.3210462775,0.026102549409440665,0.08130463188267513,0.30178456,0.35826103,1.1871416814697213
resnet50_fp32_slow_BS16,resnet50,fp32,slow,16,energy_per_img_J_power_over_throughput_proxy,4,0.17229900803590337,0.013806153675592184,0.08012903749692675,0.16225791709591528,0.19184389030367846,1.1823391655537774
resnet50_fp32_slow_BS4,resnet50,fp32,slow,4,throughput_img_s,4,33.3258226114625,0.17487099761920175,0.005247312261665056,33.22802592807602,33.58788619809934,1.0108300225479014
resnet50_fp32_slow_BS4,resnet50,fp32,slow,4,latency_avg_ms,4,120.02951052159945,0.6265631481740568,0.005220075841776478,119.09055474370253,120.38030813681893,1.0108300225479014
resnet50_fp32_slow_BS4,resnet50,fp32,slow,4,avg_power_W,4,7.430245391020973,0.5950306493581939,0.08008223390269915,6.991898635477583,8.273081960626758,1.18323825786723
resnet50_fp32_slow_BS4,resnet50,fp32,slow,4,energy_per_img_J_avg_power_times_meta_duration,4,0.37833842821614067,0.024499856396652864,0.06475645763019441,0.35905604197392954,0.41170425880749933,1.1466295248622846
resnet50_fp32_slow_BS4,resnet50,fp32,slow,4,energy_per_img_J_integrated_log_timestamps,4,0.38230583249999994,0.024858577570179334,0.06502275261568063,0.3627285,0.41616097999999996,1.1473070905649816
resnet50_fp32_slow_BS4,resnet50,fp32,slow,4,energy_per_img_J_power_over_throughput_proxy,4,0.22289551439041766,0.016672766651522952,0.07480081731173555,0.2104217280500488,0.2463114800327897,1.1705610552452288
resnet50_fp32_slow_BS8,resnet50,fp32,slow,8,throughput_img_s,4,39.48714441140271,0.19880316663445544,0.00503463012070954,39.30862553005115,39.771643714847926,1.0117790479456679
resnet50_fp32_slow_BS8,resnet50,fp32,slow,8,latency_avg_ms,4,202.60142022581238,1.016342510964363,0.00501646291438423,201.148337176051,203.51767308383904,1.0117790479456676
resnet50_fp32_slow_BS8,resnet50,fp32,slow,8,avg_power_W,4,7.383503611034325,0.5172907816837863,0.07006034112460076,6.887772607550484,8.111035033259423,1.1775991304312194
resnet50_fp32_slow_BS8,resnet50,fp32,slow,8,energy_per_img_J_avg_power_times_meta_duration,4,0.33386303372972265,0.02189852335786909,0.06559133879912248,0.3131225885059404,0.364668670926787,1.1646194950891213
resnet50_fp32_slow_BS8,resnet50,fp32,slow,8,energy_per_img_J_integrated_log_timestamps,4,0.3385541125,0.02219415596192293,0.06555571219629751,0.31729496,0.36956823000000005,1.1647466130568227
resnet50_fp32_slow_BS8,resnet50,fp32,slow,8,energy_per_img_J_power_over_throughput_proxy,4,0.18694609149901184,0.01224843335819487,0.06551853135832804,0.1747026577190333,0.20394015121460354,1.1673557453407013
resnet50_fp64_fast_BS1,resnet50,fp64,fast,1,throughput_img_s,4,1.5228805921986204,0.5813296838112629,0.38173031213956365,1.0194463366992164,2.031559016454786,1.992806235424425
resnet50_fp64_fast_BS1,resnet50,fp64,fast,1,latency_avg_ms,4,737.2167284182997,281.4097257926822,0.3817191267437019,492.2328083508353,980.9246097620204,1.9928062354244247
resnet50_fp64_fast_BS1,resnet50,fp64,fast,1,avg_power_W,4,5.701348028374006,1.1610057181161868,0.20363705431385487,4.692552217625072,7.08127236690847,1.5090449798963226
resnet50_fp64_fast_BS1,resnet50,fp64,fast,1,energy_per_img_J_avg_power_times_meta_duration,4,4.100550263322164,0.8118350788907142,0.19798198455272328,3.2207593894543867,4.838621565323319,1.5023232040140093
resnet50_fp64_fast_BS1,resnet50,fp64,fast,1,energy_per_img_J_integrated_log_timestamps,4,4.1065826625,0.8126672501857527,0.1978938005088197,3.2258224499999995,4.84543252,1.5020766316509455
resnet50_fp64_fast_BS1,resnet50,fp64,fast,1,energy_per_img_J_power_over_throughput_proxy,4,3.968904227461964,0.8049969276861594,0.20282598963113277,3.088176408398426,4.6987808345573505,1.5215389968587345
resnet50_fp64_fast_BS16,resnet50,fp64,fast,16,throughput_img_s,4,2.132620564929023,0.60502739488467,0.28370137887365177,1.2251164914429276,2.4411249031483737,1.9925655398477626
resnet50_fp64_fast_BS16,resnet50,fp64,fast,16,latency_avg_ms,4,8192.905145480709,3244.7518211124416,0.39604410932333084,6554.3553217471335,13059.982550031133,1.9925655398477626
resnet50_fp64_fast_BS16,resnet50,fp64,fast,16,avg_power_W,4,6.246292272511216,0.23548994012355204,0.03770075588039644,6.064995028425986,6.59211523364486,1.0869118940326115
resnet50_fp64_fast_BS16,resnet50,fp64,fast,16,energy_per_img_J_avg_power_times_meta_duration,4,3.2741706339896175,1.2016305939162637,0.3670030454252966,2.607067398407071,5.071350663004269,1.9452318977648546
resnet50_fp64_fast_BS16,resnet50,fp64,fast,16,energy_per_img_J_integrated_log_timestamps,4,3.3273765899999996,1.2206976397720535,0.3668648879242291,2.6494402100000003,5.153070619999999,1.9449658084565715
resnet50_fp64_fast_BS16,resnet50,fp64,fast,16,energy_per_img_J_power_over_throughput_proxy,4,3.1801996013624203,1.1835416674792687,0.37215955469343215,2.524458733798258,4.95054557732931,1.9610324823495144
resnet50_fp64_fast_BS4,resnet50,fp64,fast,4,throughput_img_s,4,1.9292385176588527,0.5476590418849903,0.28387316387896877,1.107781872709879,2.2086461218359816,1.993755428072808
resnet50_fp64_fast_BS4,resnet50,fp64,fast,4,latency_avg_ms,4,2264.455240716609,897.5847651837461,0.3963799986171052,1811.0642354398174,3610.8191499966665,1.9937554280728085
resnet50_fp64_fast_BS4,resnet50,fp64,fast,4,avg_power_W,4,5.966868602104178,0.9964708715009328,0.16700063935537876,4.687041536050158,7.083015990000861,1.5111912142280326
resnet50_fp64_fast_BS4,resnet50,fp64,fast,4,energy_per_img_J_avg_power_times_meta_duration,4,3.3305324646418843,0.7088528030657373,0.2128346775151332,2.7414285407294146,4.334923899436462,1.581264598012489
resnet50_fp64_fast_BS4,resnet50,fp64,fast,4,energy_per_img_J_integrated_log_timestamps,4,3.345426375,0.7116256778851578,0.21271598837238131,2.75383135,4.353610140000001,1.5809283818342763
resnet50_fp64_fast_BS4,resnet50,fp64,fast,4,energy_per_img_J_power_over_throughput_proxy,4,3.2341073169181347,0.703146706856015,0.21741600941247116,2.6531161793602176,4.231014833799925,1.5947340967255372
resnet50_fp64_fast_BS8,resnet50,fp64,fast,8,throughput_img_s,4,1.4264483212115089,0.5652288692854671,0.3962491040722792,1.1434581961424155,2.2742915252197706,1.9889590479934887
resnet50_fp64_fast_BS8,resnet50,fp64,fast,8,latency_avg_ms,4,6124.91180227183,1738.2227101857607,0.28379554943812013,3517.5789520769285,6996.320483764862,1.9889590479934889
resnet50_fp64_fast_BS8,resnet50,fp64,fast,8,avg_power_W,4,5.644946616176148,0.5185598410967415,0.09186266520408845,5.129965042800161,6.133302685037979,1.1955837191612035
resnet50_fp64_fast_BS8,resnet50,fp64,fast,8,energy_per_img_J_avg_power_times_meta_duration,4,4.375210738888689,1.1211458557576595,0.25624956663057386,2.783019807267569,5.41133710745695,1.94441199926993
resnet50_fp64_fast_BS8,resnet50,fp64,fast,8,energy_per_img_J_integrated_log_timestamps,4,4.4116657425,1.1303134400710155,0.2562101269781355,2.80640642,5.456095209999999,1.9441571866130491
resnet50_fp64_fast_BS8,resnet50,fp64,fast,8,energy_per_img_J_power_over_throughput_proxy,4,4.26885419557035,1.1062053946451604,0.25913403081160125,2.6967970539508133,5.2885811381762435,1.9610601140447188
resnet50_fp64_medium_BS1,resnet50,fp64,medium,1,throughput_img_s,4,2.0279697034694504,0.004674181909389289,0.002304857859263232,2.0214599628357357,2.0314068945201718,1.0049206671748683
resnet50_fp64_medium_BS1,resnet50,fp64,medium,1,latency_avg_ms,4,493.10598107806106,1.1382323524396865,0.0023082915156518832,492.26966921179275,494.69196441426635,1.004920667174868
resnet50_fp64_medium_BS1,resnet50,fp64,medium,1,avg_power_W,4,6.217976706158613,0.5923408852391727,0.09526264140753166,5.773506846658134,7.057231397099613,1.2223474544218362
resnet50_fp64_medium_BS1,resnet50,fp64,medium,1,energy_per_img_J_avg_power_times_meta_duration,4,3.2106775516920725,0.27785379122868975,0.0865405468955476,3.001002015482372,3.5909537809970997,1.196584928124382
resnet50_fp64_medium_BS1,resnet50,fp64,medium,1,energy_per_img_J_integrated_log_timestamps,4,3.215815505,0.2784552023708835,0.08658929653704854,3.0058447499999996,3.5970696799999997,1.1966917719220196
resnet50_fp64_medium_BS1,resnet50,fp64,medium,1,energy_per_img_J_power_over_throughput_proxy,4,3.0660276511557463,0.29044003988916145,0.0947284476640905,2.842234012194813,3.474060965401304,1.2222994132416933
resnet50_fp64_medium_BS16,resnet50,fp64,medium,16,throughput_img_s,4,2.43609795789099,0.0067329121116291215,0.0027638100881041848,2.426781474732075,2.441164239334485,1.0059266830376632
resnet50_fp64_medium_BS16,resnet50,fp64,medium,16,latency_avg_ms,4,6567.918079726431,18.183655572549075,0.0027685569996187386,6554.249706837404,6593.094667399526,1.0059266830376632
resnet50_fp64_medium_BS16,resnet50,fp64,medium,16,avg_power_W,4,6.570812697348064,0.608345701296408,0.09258302272745231,6.12488615746181,7.433862450035269,1.213714387324369
resnet50_fp64_medium_BS16,resnet50,fp64,medium,16,energy_per_img_J_avg_power_times_meta_duration,4,2.7879485154993455,0.25487641873806777,0.09142077671847437,2.590855109279583,3.141660732685704,1.2125960735640207
resnet50_fp64_medium_BS16,resnet50,fp64,medium,16,energy_per_img_J_integrated_log_timestamps,4,2.83303035,0.25884767248960316,0.09136777249477866,2.63299011,3.19242675,1.2124719868393277
resnet50_fp64_medium_BS16,resnet50,fp64,medium,16,energy_per_img_J_power_over_throughput_proxy,4,2.697178130202341,0.24786340612502977,0.09189730679984238,2.509257600248446,3.0452119239883277,1.2135907942200976
resnet50_fp64_medium_BS4,resnet50,fp64,medium,4,throughput_img_s,4,2.204131805279633,0.00531249548691831,0.0024102440127187976,2.1969639698894685,2.2082339628226464,1.0051298032592428
resnet50_fp64_medium_BS4,resnet50,fp64,medium,4,latency_avg_ms,4,1814.7814212392311,4.379661508973863,0.0024133272788208248,1811.402264136474,1820.694401374841,1.0051298032592426
resnet50_fp64_medium_BS4,resnet50,fp64,medium,4,avg_power_W,4,6.25644907936575,0.5762229712871723,0.09210064111088187,5.824575411159746,7.064657385457522,1.212905128144072
resnet50_fp64_medium_BS4,resnet50,fp64,medium,4,energy_per_img_J_avg_power_times_meta_duration,4,2.938683424395851,0.25497511124713373,0.08676508300636458,2.7493696986147294,3.295241479480912,1.1985443358676793
resnet50_fp64_medium_BS4,resnet50,fp64,medium,4,energy_per_img_J_integrated_log_timestamps,4,2.9519975025000003,0.25609129524747026,0.08675186717827185,2.7619375699999997,3.3101114399999996,1.1984743883982867
resnet50_fp64_medium_BS4,resnet50,fp64,medium,4,energy_per_img_J_power_over_throughput_proxy,4,2.838428167337212,0.259769800965422,0.09151889202435495,2.637834442311698,3.199234095841555,1.2128259622836175
resnet50_fp64_medium_BS8,resnet50,fp64,medium,8,throughput_img_s,4,2.275792840215506,0.0056844582589589375,0.002497792487307697,2.268391707505717,2.2804000982164268,1.0052937906054655
resnet50_fp64_medium_BS8,resnet50,fp64,medium,8,latency_avg_ms,4,3515.2749107380323,8.789645714049232,0.0025004148856749998,3508.1563126826095,3526.7277576131933,1.0052937906054655
resnet50_fp64_medium_BS8,resnet50,fp64,medium,8,avg_power_W,4,6.527764787518997,0.5942754195906745,0.09103811778373534,6.102187184483216,7.363112677293285,1.2066350072014145
resnet50_fp64_medium_BS8,resnet50,fp64,medium,8,energy_per_img_J_avg_power_times_meta_duration,4,2.9731452173378012,0.27489554477551453,0.09245950825828149,2.7612185433449055,3.3607115860929655,1.2171117690749105
resnet50_fp64_medium_BS8,resnet50,fp64,medium,8,energy_per_img_J_integrated_log_timestamps,4,2.998126105,0.2771908547473472,0.09245470171687366,2.78441,3.3889082999999998,1.2171010375627151
resnet50_fp64_medium_BS8,resnet50,fp64,medium,8,energy_per_img_J_power_over_throughput_proxy,4,2.8682381858851267,0.2590219832909769,0.09030699910685548,2.676271047494133,3.228868777479973,1.2064804798091182
resnet50_fp64_slow_BS1,resnet50,fp64,slow,1,throughput_img_s,4,1.0195147231389992,0.00011033480385144501,0.00010822286461124714,1.0194122458838755,1.0196712477393808,1.000254069790265
resnet50_fp64_slow_BS1,resnet50,fp64,slow,1,latency_avg_ms,4,980.8588204637065,0.10614361408206134,0.00010821497637333918,980.7082451496087,980.957413487765,1.000254069790265
resnet50_fp64_slow_BS1,resnet50,fp64,slow,1,avg_power_W,4,5.10947704634422,0.5239750047384273,0.10254963472501089,4.70876091654993,5.854984008999961,1.243423506260721
resnet50_fp64_slow_BS1,resnet50,fp64,slow,1,energy_per_img_J_avg_power_times_meta_duration,4,5.15129765413686,0.5152398718040013,0.10002137449584707,4.751724099688377,5.882570686967015,1.2379865841438058
resnet50_fp64_slow_BS1,resnet50,fp64,slow,1,energy_per_img_J_integrated_log_timestamps,4,5.15819845,0.5159886463204029,0.10003272485966545,4.75811408,5.89058267,1.2380078684452223
resnet50_fp64_slow_BS1,resnet50,fp64,slow,1,energy_per_img_J_power_over_throughput_proxy,4,5.0116358526890625,0.5133866210473366,0.1024389313465127,4.619093929431097,5.742031092845372,1.2431076701556878
resnet50_fp64_slow_BS16,resnet50,fp64,slow,16,throughput_img_s,4,1.224929671784567,0.00012131333242546066,9.903697756682025e-05,1.2247584696835372,1.2250422262292973,1.0002316836770546
resnet50_fp64_slow_BS16,resnet50,fp64,slow,16,latency_avg_ms,4,13061.97448413306,1.2937022501476096,9.904339131263234e-05,13060.774279796295,13063.80024800662,1.0002316836770548
resnet50_fp64_slow_BS16,resnet50,fp64,slow,16,avg_power_W,4,5.299390652412496,0.5476291302679609,0.10333813190742186,4.889004543832519,6.079723144624168,1.2435503158395997
resnet50_fp64_slow_BS16,resnet50,fp64,slow,16,energy_per_img_J_avg_power_times_meta_duration,4,4.433065512972888,0.4567032827947499,0.10302200169572433,4.089841082108387,5.083720509866361,1.2430117473526898
resnet50_fp64_slow_BS16,resnet50,fp64,slow,16,energy_per_img_J_integrated_log_timestamps,4,4.504428927499999,0.46411286980913163,0.10303478582505211,4.1556161199999995,5.165617790000001,1.2430449879956673
